懂得,1
动,4
动荡,1
动漫,1
动物,8
动植物,1
毒,1
毒液,5
独立,1
读,2
赌,1
度,1
短视,1
对,1
对比,1
对待,1
对付,1
对抗,1
对象,1
对照,1
多,21
多,2
多,20
多次,1
多德,1
多发,1
多样性,2
多种,1
朵,1
额,2
恶,1
恶,1
恶魔,2
恶行,1
恶性,1
恶意,1
恩,1
儿童,2
二战,1
发,4
发布,2
发达,4
发抖,1
发挥,1
发火,1
发明,1
发明,1
发明,1
发声,1
发声,1
发生,12
发现,3
发育,1
发展,4
发展,15
法,3
法规,1
法国,1
法律,6
法律法规,1
法则,3
法制,1
藩,1
翻身,1
翻译官,1
繁华,1
繁衍,1
繁育,1
凡事,1
反,11
反对,13
反对,1
反而,1
反复,1
反感,1
反面,1
反派,3
反应,2
反应,1
范围,1
犯,1
犯法,2
犯罪,2
饭碗,1
方案,1
方法,1
方面,3
方式,3
方向,1
房,2
仿佛,1
放,5
放开,1
放心,1
非,3
非常,4
非法,3
非法,1
非凡,1
非人,1
非议,1
非洲,2
非自然,2
肥,3
废弃,2
费,1
芬,1
分化,1
分解,1
分离,1
分裂,1
分配,1
分歧,1
分享,1
奋斗,1
愤怒,1
丰富,1
封,1
封杀,1
峰会,2
风,1
风险,10
疯,11
疯狂,4
疯子,4
否认,1
夫,1
扶贫,1
辐射,2
服,3
服务,1
浮,1
福,1
福利,1
福音,2
弗莱明,1
副教授,1
副业,1
复仇,1
复杂,1
父,2
父本,1
父母,8
父母双方,1
负,1
负,5
负面,1
负责,10
负责人,3
富,5
富人,10
富裕,1
妇儿,2
噶,1
该,10
该死,2
改,3
改编,3
改变,12
改变,3
改变基因,6
改动,2
改革,1
改基因,2
改良,1
改良,2
改名,1
改写,2
改造,8
改造,10
概念,1
干,10
干掉,1
干涉,1
干涉人类,1
干预,2
赶,1
感,1
感,1
感到,2
感觉,15
感觉,2
感情,1
感染,9
感谢,2
敢,3
敢,25
高,11
高,3
高达里,1
高度,1
高速,1
高谈阔论,1
高铁,1
高兴,1
高压线,1
搞,18
搞好,1
哥,3
隔离,1
个,85
个别,1
个个,2
个人,5
个人认为,2
各种各样,1
给,3
给水,1
根,1
根本,1
根本,5
根本,2
根植,2
跟,2
跟踪,1
更改基因,1
更何况,1
更加,3
工程,1
工作,3
工作者,1
攻克,1
功,1
功夫,1
功能,3
公,1
公布,2
公敌,1
公开,1
公开,2
公平,1
公司,1
宫颈癌,1
贡献,3
贡献,1
共青团,1
共同体,1
沟,1
沟通,1
苟同,1
狗,2
狗屁,2
够,5
估计,4
估量,1
孤陋寡闻,1
鼓励,1
古古,1
骨,1
骨子里,1
故居,1
故事,2
顾,2
顾,2
固步自封,1
固化,2
瓜,4
挂,1
挂钩,1
乖乖,1
怪,2
关,1
关,1
关爱,1
关乎,2
关键,1
关上,2
关系,1
关注,3
官,2
官方,2
官员,1
观,1
观察,2
观察,1
观点,1
观念,1
观望,2
观望,1
管,1
管理,1
管制,1
光,1
光能,1
光荣,2
广泛,1
规,1
规定,1
规范化,1
规律,3
规则,5
归,2
归结,1
鬼,1
鬼才信,1
鬼子,2
锅,1
郭德纲,1
国,1
国安,1
国防,1
国际,5
国家,17
国家规定,2
国民,1
国内,1
国情,1
国外,8
国外早就,1
果然,2
果实,1
过,1
过程,3
过分,1
过街老鼠,1
过去,1
哈,3
哈,1
哈哈,5
哈哈哈,7
哈利波特,1
哈士奇,1
孩子,60
孩子长大,6
海南,1
海水,2
害,3
害,4
害怕,2
韩,1
罕见,1
毫无,1
好,75
好处,2
好多,2
好好,1
好坏,1
好莱坞,1
好奇,1
好人,2
好使,1
好事,6
好手,1
好听,1
好像,4
好意思,2
号角,1
呵,1
呵呵,1
呵呵,8
呵呵,1
喝,2
核电站,1
核实,1
核心,1
和美,2
合,2
合成,1
合法,6
合法,1
合规,1
合理,2
盒子,2
贺,2
贺建奎,2
贺教授,3
黑,1
很多,6
恨,1
红,1
红红火火,1
猴,2
后代,3
后果,14
后果不堪设想,3
后悔,1
后怕,1
后唐,1
后遗症,5
忽悠,1
胡闹,1
胡作非为,1
蝴蝶,1
蝴蝶效应,2
糊涂,1
花,2
花儿,1
哗众取宠,1
划分,1
化学,1
话,7
怀孕,1
坏,7
坏人,1
坏事,5
欢迎,1
环境,3
还是,5
还是,1
还要,1
还有,6
缓慢,1
换,2
患,1
患病率,1
患者,2
慌,3
黄,1
幌子,1
回,1
回,1
回到,1
回去,1
回头,1
毁,1
毁灭,3
毁灭性,1
会,148
会长,1
婚,1
婚嫁,1
浑身,1
混乱,1
活,2
活,7
活路,1
活人,2
活生生,1
活体,3
活体实验,7
火,1
火,2
获得,2
获悉,1
或许,4
惑,1
惑,1
霍金,2
霍老,1
货,1
祸,1
祸福,1
击穿,1
击破,1
基本,5
基础,1
基地,1
基因,100
基因编程,1
基因编辑,22
基因变异,2
基因池,1
基因工程,5
基因库,1
基因链,1
基因缺陷,3
基因突变,1
基因污染,1
基因治愈,1
基因重组,1
基因组,2
机构,1
机会,1
机器,2
机器人,2
机枪,1
机制,1
畸形,2
积累,1
饥荒,1
鸡,2
鸡皮疙瘩,1
极大,1
极度,2
极端,1
极为,1
极限,1
极刑,1
集团,1
急功近利,1
疾病,16
即将,1
嫉妒,1
挤挤,1
几,7
几十,1
几亿,1
技术,44
寂,1
计,1
计划,2
计生委,1
计时,1
计委,2
记,1
记得,2
继续,3
继续下去,2
继续研究,1
纪元,1
嘉,1
家伙,4
家里,1
家族史,1
加评论,1
加强,1
加入,1
加速人类,1
加油,3
假,8
假设,1
假药,1
假装,1
价值,1
驾轻就熟,1
驾驭,1
嫁,1
监管,2
监管,1
监控,1
坚决,4
坚守,2
尖,1
兼顾,1
简单,1
简史,2
简直,4
剪刀,1
减少,3
减小,1
鉴定,1
见,2
键盘,1
件,14
健康,6
健康,1
渐渐,1
建立,5
建议,2
建议,2
将来,6
将要,1
讲,3
降生,1
焦点,1
交,1
交往,1
骄傲,5
脚,1
角度,2
角色,1
教会,1
教授,3
教育,1
教育,2
叫,7
接,1
接受,9
接下来,1
阶层,2
阶段,2
阶级,2
截,1
结构,1
结果,8
结合,1
结婚,3
结婚生子,3
结论,1
解,2
解除,1
解决,6
解释,2
解释,1
借口,1
借用,2
届,1
今,1
今后,2
今日,1
今天,2
紧,1
仅仅,3
谨慎,3
进,4
进步,1
进步,20
进化,14
进化,7
进化论,1
进入,9
进行,12
进行CCR5编辑,1
进一步,1
禁忌,1
禁止,16
尽,1
尽量,1
劲,1
惊,2
惊人,1
惊喜,2
惊喜,2
精彩,1
精力,1
精神,1
经过,1
经济,2
经历,1
经历,1
警,1
警告,1
静,1
敬,1
敬畏,3
敬畏,1
竟然,5
究竟,1
纠正,2
九,1
救,1
旧人类,3
就是,5
就是,7
就要,2
居然,5
菊花,1
局面,1
局限,1
举行,1
聚,1
聚焦,1
拒绝,1
据说,2
巨,1
巨大,3
具,1
具备,2
具体,1
具有,1
句,5
惧怕,4
剧,1
剧情,2
觉,2
觉得,36
觉醒,1
决定,2
绝不,2
绝对,2
绝症,1
军国主义,1
卡,1
开,5
开刀,1
开端,2
开会,2
开启,1
开始,10
开玩笑,1
开展,5
开战,1
堪,1
看,45
看待,1
看到,10
看好,1
看见,1
看看,5
看来,2
看似,1
看样子,1
康复,2
抗,3
抗癌,2
抗击,1
考虑,8
靠,2
柯达,2
颗,1
科,2
科幻,2
科幻,1
科幻电影,2
科技,24
科普,2
科学,3
科学,3
科学,34
科学技术,3
科学家,42
科学界,2
科学狂人,1
科学素养,1
科学献身,1
科学院,1
科研,5
科研工作者,1
科研人员,2
咳,1
可,19
可悲,2
可不,1
可耻,1
可贺,1
可恨,1
可靠,1
可怜,1
可怜,3
可能,7
可能,25
可怕,57
可气,1
可喜,1
可笑,3
可以,47
可以改,2
可以拍,1
可知,1
克隆,3
克隆,3
客观,1
课,2
肯,2
肯定,3
空,1
空气,1
恐怖,22
恐怖,6
恐惧,4
恐惧,4
恐怕,1
控,5
控制,2
口,1
口子,1
枯,1
哭,1
夸大其词,1
夸赞,1
跨越,1
快,4
快快,1
快乐,1
框架,1
愧对,2
扩散,2
阔,1
垃,1
拉,1
拉丁,1
拉开,1
辣,2
来,1
来,38
来不及,1
来临,2
来说,1
来源,2
来自,1
蓝色,1
拦路,1
篮,1
琅琊,1
浪,1
老,1
老爷,1
老子,1
勒,1
累,1
类,1
类,5
类似,1
冷漠,1
离,1
理解,3
理念,1
理性,2
理由,2
理智,1
李红亮,1
李小龙,1
李婧,1
厉,2
厉害,13
厉害,2
历,2
历史,2
历史性,1
利,3
利弊,1
利己,1
利益,7
利用,1
利用基因,1
例,1
例,8
立,1
立即,2
立马,2
立足之地,1
力,3
力量,1
俩,6
联播,1
联名,1
连锁反应,1
脸,5
脸,1
链接,2
粮食,1
良心,2
良知,1
两,50
两面性,2
亮,1
了,1
了解,3
劣,1
劣根性,1
临床试验,1
凌驾,2
领域,8
令人发指,2
留给,1
刘慈欣,1
六,1
漏风,1
露露,1
露娜,5
路,1
路过,3
路上,1
屡屡,1
率,2
绿色,1
卵细胞,1
掠夺,1
略略,1
轮回,1
伦,1
伦理,63
伦理道德,23
伦理审查,1
伦理学,1
沦丧,3
沦为,1
沦陷,1
落,2
落叶,1
妈,9
妈妈,1
麻,1
马,2
马虎,1
骂,1
骂名,1
埋,1
买,1
卖,2
迈出,1
蛮,1
满,1
满满,2
满足,1
曼,1
慢慢,3
漫,3
谩骂,1
芒果,1
莽,1
猫,1
毛,2
毛病,1
矛盾,1
矛盾,2
冒,1
貌,1
么,98
么爱因斯坦,1
么多,1
么多人,1
么清楚,1
么什,1
么样,5
没,19
没事,1
没意思,1
没有,24
没有,33
没有信仰,2
媒,1
媒体,8
美,1
美国,13
美国佛罗里达州好莱坞,1
美丽,1
美妙,1
妹,1
门,3
门,1
迷,1
秘密,1
秘密,2
密码,1
免不了,1
免疫,1
免疫,6
免疫艾滋病,1
免疫力,1
面,2
面对,3
面积,1
面临,3
面向,1
灭,1
灭绝,1
灭亡,5
民众,1
民族,2
明,2
明,2
明白,4
明令禁止,1
明明,1
明目张胆,1
明天,1
明显,1
明星,1
明知,1
名,1
名,1
名流,2
名目,1
名声,1
名誉,2
名字,1
命运,5
谬误,1
摸,1
模式,3
魔,1
魔鬼,3
魔盒,16
魔幻,1
抹黑,1
末日,1
莫名,1
莫名,1
墨,1
墨水,1
默默,1
漠视,1
谋杀,1
母婴阻断,1
目前,5
拿,26
拿人,3
那天,1
娜,1
纳,1
纳粹,3
纳入,1
奶茶,1
男女,1
难,3
难,3
难道,8
难过,1
难以,1
脑袋,1
脑子,3
闹剧,1
内容,1
内心,2
能,69
能动性,1
能够,6
能力,6
尼,1
尼玛,1
逆,2
年,19
年代,1
牛,3
牛逼,8
扭曲,1
扭头,1
农作物,1
弄,4
奴隶,5
努力,2
女,1
女儿,1
女孩,1
女婴,1
哦,2
哦,12
欧美,2
欧洲,1
怕,3
潘多拉,17
判,3
判断,1
判刑,5
刨,1
跑,2
胚胎,9
胚胎基因,1
配,2
喷,3
喷子,2
碰,3
批,1
批评,1
批准,4
披,1
披露,1
皮肤,1
屁,2
篇,1
偏偏,1
片,2
片,3
片中,1
骗人,1
飘,3
漂亮,2
贫富,2
贫困,1
贫穷,1
贫穷,1
平常,1
平等,3
平等,1
平均,1
平民,1
评,1
评论,12
评论,2
评论,2
评判,2
破,1
破坏,1
破坏,1
破解,1
莆田,2
莆田系医院,1
普遍,1
普通,4
普通民众,1
普通人,5
谱,1
曝,1
曝光,1
期待,1
其实,5
奇,1
奇葩,1
歧视,2
歧视,4
旗号,1
祈求,1
起,2
起来,10
起跑线,1
企图,1
企业,1
气愤,1
牵,1
牵扯,2
千,1
千刀万剐,1
千钧一发,3
千年,2
千万,1
钱,9
钱什,1
前段,1
前进,1
前进,1
潜伏,1
谴,1
谴责,7
枪毙,2
墙,1
强,2
强,2
强大,4
强化,1
强烈,3
强行,2
强壮,1
敲,1
敲除,1
敲掉,1
悄然,1
乔,1
乔治奥威尔,1
侵,1
侵袭,1
禽兽,2
青霉素,1
青铜,1
轻,1
轻轻松松,1
轻松,1
清除,1
清楚,1
清净,1
清醒,1
情,1
情感,1
情节,3
情况,6
请,5
请客,1
请问,2
庆祝,1
穷,2
穷人,8
秋天,1
求,2
趋势,1
区,3
区别,9
区域,1
驱使,1
驱逐,1
取,2
取代,2
去,22
权,3
权利,7
权力,1
权威,1
全部,1
全球,2
全人类,6
全身,2
全世界,5
全体,1
缺,3
缺德,3
缺乏,1
缺陷,3
确保,1
确定,2
确实,2
群,6
群体,1
群众,2
染,1
让,27
惹,1
热,1
热爱,1
热点,1
热烈,1
热搜,1
人,204
人才,2
人道主义,1
人格,1
人工,2
人家,2
人间,2
人类,122
人类基因库,2
人类文明,2
人流,1
人伦,3
人伦道德,3
人们,3
人民网,3
人权,2
人人,2
人山人海,1
人身,1
人生,11
人事,1
人体,12
人体实验,11
人为,1
人为,1
人为进化,2
人文,1
人性,12
人员,1
人造,3
人种,2
任务,1
任意,1
认可,1
认识,1
认为,2
认知,1
刃,1
扔,1
日本,14
日新月异,1
荣誉,1
容,1
容忍,1
容易,1
如,5
辱骂,1
入手,2
若干,1
弱,2
弱点,1
弱者,1
撒,1
赛,1
三,3
三观,2
丧,1
丧失,1
丧心病狂,4
瑟瑟,1
森林,1
僧,1
杀,2
杀人,1
傻子,1
筛选,1
删除,1
擅自,3
擅自篡改,1
善,1
商业,1
上,11
上百万,1
上班,1
上帝,7
上升,2
上演,1
上亿,1
尚未,2
少,2
少数,1
蛇,1
涉及,1
社会,11
设置,1
申请,1
伸,1
身,1
身边,1
身上,3
身体,1
身为,1
深,2
深奥,1
深处,1
深思,1
深渊,2
深圳,3
深圳市,2
神,6
神灯,1
神经病,1
神奇,1
神通,1
审查,1
审查,2
审核,1
甚至,3
慎,4
慎重,1
慎重,1
声称,1
声讨,1
声音,3
生,1
生,9
生病,2
生产,2
生存,5
生存,3
生化,2
生化危机,4
生活,2
生活,1
生来,2
生老病死,4
生命,17
生前,1
生生不息,1
生死,1
生物,11
生物界,2
生下来,5
生育,1
生殖细胞,1
失,2
失败,6
失败,1
失去,1
狮子,1
施加,1
尸体,1
十,3
石,1
时,1
时代,8
时候,7
时间,9
时刻,1
什,3
什么,79
什么样,3
食物,2
实际,1
实际上,1
实例,1
实现,1
实验,36
实验,4
实验,46
实验品,2
实验失败,2
实验室,2
实在,3
史,1
史前,1
使,1
使得,1
士,1
世纪,2
世界,26
世界大战,1
世界级,1
世人,1
世世代代,1
事,40
事儿,2
事故,1
事关,1
事情,26
事实,2
事物,1
势必,1
是否,7
是否知情,2
适应,1
适用,1
适者生存,1
视,2
试试,1
试图,1
试问,1
试验,3
试验,7
试验品,7
试验田,1
收,1
收获,1
收起,1
收拾,1
手,5
手里,1
手上,1
首,5
首先,1
守法,1
寿命,1
受,3
受不了,1
受到,5
受精卵,6
受试者,2
兽,1
殊不知,1
输,2
输血,1
舒服,1
书生,1
属于,4
数,1
数据,2
数量,1
耍流氓,1
衰老,1
帅气,1
双,1
双胞胎,8
双刃剑,1
水,3
水稻,1
水平,2
顺,1
顺应,1
说,47
说不定,3
说法,2
说话,1
说实话,2
说是,1
思考,1
思维,1
思想,2
私利,2
私下,1
私欲,1
私自,1
司机,1
死,1
死,12
死活,1
死神,1
死亡,2
死亡,1
死刑,3
似,1
松懈,1
送,1
素质,1
速度,2
算,7
算是,2
随便,1
随后,1
随时,1
岁,2
损害,1
所谓,7
所有,6
所有,1
他妈的,1
踏步,1
胎儿,1
台词,1
太,1
态度,2
汰,2
贪婪,1
瘫痪,1
谭,1
谈,2
探究,1
堂,1
逃脱,1
淘汰,5
讨论,2
讨论,1
套,1
特,3
特别,3
特点,1
特么,1
特性,1
踢,2
提,1
提倡,1
提前发生,2
提升,1
提醒,1
题目,1
体,6
体力,1
体系,1
体验,1
天,3
天,10
天才,2
天道,1
天赋,1
天然,5
天然气,1
天使,2
天天,1
天下,1
挑战,2
条,3
跳,1
铁棍,1
铁人,1
听,2
通过,2
同等,1
同类,1
同时,1
同一,1
同意,1
统计,2
统一,1
统治,1
痛,1
痛苦,1
痛苦,2
偷,1
偷偷,2
偷偷摸摸,1
投入,1
投资方,1
头,2
透,1
透彻,1
透露,2
秃,1
突变,1
突出,1
突破,8
突破,3
突破性,1
突然,5
图,4
图片评论,2
图书,1
途,1
土地,1
推,1
推动,1
推广,1
推向,1
推销,1
拖,1
脱靶,3
脱离,2
哇,1
外挂,2
外国,4
外国人,1
外界,2
外力,1
外泄,1
外衣,1
玩,2
玩意,1
丸,1
完,1
完成,2
完美,4
完全,2
完全,6
完善,1
万,5
万恶,2
万物,1
万一,5
王,1
王,1
王侯,1
王思聪,3
王者,1
枉顾,2
网,2
网页,2
网友,4
威,3
威胁,1
微博,4
危害,1
危害性,2
危险,1
危险,1
危险,1
危言耸听,1
违,7
违背,12
违背道德,1
违背良心,2
违背伦理,20
违背人伦,3
违背自然规律,2
违法,1
违法,1
违法,1
违反,11
违反自然规律,2
围栏,1
唯恐,1
为,23
维,1
委员会,1
伟大,4
伪君子,1
未必,1
未来,30
未来简史,1
未知,2
未知,8
味,2
味道,1
位,5
卫,2
卫法,1
卫生,1
温饱,1
文化,1
文明,2
文明,1
文文,1
文章,1
稳,1
稳妥,1
问,8
问题,33
我国,4
卧,1
卧榻,1
污染,2
污染,1
无,13
无耻,2
无耻,1
无敌,1
无法,7
无法,4
无法理解,2
无法想象,1
无辜,4
无关,2
无话可说,2
无尽,1
无聊,1
无数,3
无私,1
无所畏惧,1
无所谓,1
无需,1
无意识,1
无知,3
无知,2
武德,1
武器,2
武术,2
五九,1
侮辱,1
雾,1
物,1
物竞天择,2
物理学家,1
物种,2
牺牲,4
牺牲品,1
希望,16
喜,1
喜,1
喜欢,1
喜怒哀乐,1
喜悦,1
系,3
系列,2
系列,1
系统,1
细胞,2
细菌,1
细思极恐,7
虾,1
侠,1
下,8
下回,1
下降,1
下来,3
下流,1
下落,1
下去,4
下手,1
下限,1
下线,1
下一代,1
夏娃,1
吓人,3
先河,1
先进,3
先天,2
先天性,1
先斩后奏,2
鲜血,1
嫌,1
现阶段,1
现如今,2
现实,6
现行,1
现有,1
现在,31
陷入,1
限速,1
限制,3
限制,2
线,2
相关,2
相关性,1
相信,8
相依,1
香,1
详细,1
想,43
想不到,1
想到,9
想法,1
想起,4
想想,7
想象,3
想象,1
享,1
享受,2
项,7
像,1
像,13
向来,1
消除,1
消除个体,1
消化,1
消灭,2
消失,1
消息,6
小,13
小孩,7
小图,1
小学,1
校长,2
校园,1
笑,4
笑话,1
效果,1
效应,1
些,4
邪恶,1
邪恶,1
写,3
谢,1
新,15
新京报,3
新浪,1
新生儿,2
新世界,1
新闻,9
新闻发布会,1
新鲜,1
新型,1
心,2
心里,2
心情,1
心疼,2
信,1
信息,1
信仰,1
信誉,1
星球,2
兴奋,1
刑事,2
形成,1
形式,1
行,4
行径,1
行为,8
行业,2
幸福,1
性,1
性别,1
性能,1
性情,1
性质,2
姓,1
修改,7
修改,3
修养,1
嗅到,1
需,1
需求,2
需要,4
虚荣,1
须要,1
许多,1
序列,1
序幕,1
畜生,3
续,2
宣布,2
宣传,5
宣传,6
宣扬,6
选择,2
选择,1
学,3
学生,1
学识,1
学术,1
学者,7
血,1
血型,2
压,1
压根,1
压垮,1
压迫,1
鸭,1
亚当,1
阉割,1
严,1
严查,1
严惩,5
严惩不贷,1
严格,2
严加,1
严谨,1
严厉,1
严肃性,1
严重,3
严重,6
研究,19
研究,19
研究成果,3
研制,2
掩盖,1
眼光,1
眼里,1
眼前,1
眼熟,1
演变,1
验证,2
洋洋自得,1
养,1
样子,6
妖,2
遥,1
药,2
药都,1
药剂,1
药物,3
要,47
耀眼,1
野生,1
也就是说,1
也许,8
叶酸,3
一,66
一般,1
一半,1
一辈子,2
一部分,1
一旦,6
一刀切,1
一点,6
一定,3
一定,7
一个,40
一个样,1
一锅粥,1
一角,1
一开始,1
一连串,1
一念之差,2
一拼,1
一起,1
一生,4
一万,1
一下,2
一下子,1
一些,8
一样,3
一再,1
一直,4
医,1
医疗,2
医生,3
医学,18
医学界,1
医院,7
依,2
依法,2
衣冠,1
遗臭万年,1
遗传,2
遗传,2
移民,1
移民,1
已经,24
已然,1
以此类推,1
以为,7
易,1
亿,1
疫苗,2
意,1
意见,2
意识,2
意思,3
意外,2
意味,1
意味着,1
意义,6
义务教育,1
异,1
异类,1
异样,1
引发,3
引起,1
隐藏,1
隐患,1
印证,1
英,1
英雄,2
婴儿,37
应,3
应该,37
营养,1
影响,6
影响,10
硬化,1
永恒,1
永生,1
永世,1
永无止境,1
永远,9
用,11
用处,1
用于,3
优胜,2
优胜劣汰,2
优先,2
优秀,4
优质,1
忧,1
尤里,1
由此,1
游客,1
游戏,3
有待,1
有底,1
有点,3
有关,3
有利,6
有生之年,1
有所,1
有效,1
有意思,1
有益,1
有悖,1
诱惑,1
愚蠢,3
舆论,3
余孽,1
鱼,1
宇,2
宇宙,1
语,3
语,1
羽,1
郁闷,1
遇到,1
育苗,1
预测,1
预防,2
预防,1
预料,3
预言,1
预言,1
袁隆平,1
原本,1
原地,1
原来,2
原谅,1
原因,2
原则,1
原子弹,1
源,1
远,4
远,1
愿望,1
愿意,3
约束,3
越过,2
越来越,8
阅,1
云,1
允许,5
运动,1
运行,1
运用,2
孕,1
孕妇,1
砸,1
杂交,1
灾难,6
在,1
在意,1
在于,2
在座,1
攒,2
暂时,1
赞,2
赞成,1
赞同,2
赞扬,1
遭,1
早,4
早,2
早,2
早就,1
早期,1
早日,1
早晚,4
造,3
造成,4
造福,2
造福人类,8
责,1
责任,7
曾几何时,1
曾经,1
扎,1
沾沾自喜,1
斩,1
展开,1
战,2
战争,4
站,3
张,1
张子栋,1
掌控,4
掌握,3
障,1
找,3
找事,1
照亮,1
召开,1
折磨,1
哲学,1
哲学家,1
珍爱,1
真,27
真的,6
真理,1
真人,1
真实,1
真实性,1
真是,6
真是耻辱,2
真正,4
针,1
震,1
震,1
震惊,3
振,1
挣钱,1
征求,1
争相,1
争议,4
整,1
整个人类,4
整个中国,3
整日,1
拯救,4
正常,3
正常人,5
正面,1
正确,2
正确,1
正式,1
政府,5
症,1
证明,2
支撑,1
支持,16
支持,1
蜘蛛,3
知,1
知道,45
知名,1
知名度,1
知情,1
知识,3
知晓,1
直接,1
直接,9
直视,2
执行,2
值得,8
指指点点,1
止,1
只不过,2
只能,4
只是,4
只有,2
志愿者,3
至极,2
至少,1
致癌,1
置身,1
制定,1
制度,3
制衡,1
制约科学,1
制造,3
制造,1
制止,1
智,1
智慧,1
智力,3
智能,1
智商,1
质,1
质疑,1
治,1
治病,1
治病救人,1
治疗,4
治疗,2
治愈,1
中,2
中国,41
中世纪,1
中央,1
终将,1
终究,1
终身,3
终身监禁,1
终生,1
终于,3
种,14
种类,1
种族,2
重,1
重大,1
重点,2
重视,1
重新,1
重组,1
众,2
众多,2
株,1
猪,1
诸多,1
逐渐,1
主观,2
主要,1
主要,1
主要问题,1
著作,1
住,2
注意,1
祝贺,1
抓,5
专家,4
专业,1
转,1
转变,1
转发,1
