Word	Part-Of-Speech	Weight	Frequency
峰会	n	1.60	2
失守	vi	1.60	4
霸道	v	1.60	3
引爆	v	1.60	3
走开	vi	1.60	4
可比性	n	1.60	2
两码事	n	1.60	2
异样	n	1.60	3
存活	vi	1.60	2
人工智能	n	1.60	1
废话	n	1.60	1
可可	n	1.60	1
如出一辙	vl	1.60	4
牲口	n	1.60	3
番茄	n	1.60	3
人云亦云	vl	1.60	3
清流	n	1.60	1
打字	vn	1.60	1
言情	n	1.60	1
翠竹	n	1.60	1
遗传病	n	1.60	1
天方夜谭	nl	1.60	1
湮灭	vn	1.60	1
劳碌	vi	1.60	4
泡泡	n	1.60	9
算算	v	1.60	4
翻车	vn	1.60	4
玩玩	v	1.60	3
蜂蜜	n	1.60	3
麦农	n	1.60	2
铁锤	n	1.60	2
初见	v	1.60	11
变种	n	1.60	4
海带	n	1.60	7
阴性	n	1.60	2
言外之意	nl	1.60	3
医学院	n	1.60	3
过上	v	1.60	2
受精	vi	1.60	2
春寒	n	1.60	1
复试	v	1.60	1
关上	v	1.60	1
高人一等	vl	1.60	4
是不是	v	1.60	4
蜜糖	n	1.60	2
查查	v	1.60	3
菜谱	n	1.60	3
没完	vi	1.60	3
走极端	vl	1.60	2
网友	n	1.60	2
反对声	n	1.60	2
特异功能	n	1.60	2
可不可以	v	1.60	2
瀚海	n	1.60	1
钟点	n	1.60	1
对撞机	n	1.60	1
窥探	v	1.60	4
汤圆	n	1.60	12
默许	v	1.60	4
特指	v	1.60	3
协和	nz	1.60	3
冰糖	n	1.60	1
强词夺理	vl	1.60	1
扁桃体	n	1.60	1
牛皮	n	1.60	1
怪物	n	1.60	1
功利主义	nl	1.60	4
洋洋自得	vl	1.60	3
参见	v	1.60	3
茶匙	n	1.60	3
胡扯	vi	1.60	1
saber	n	1.60	1
橘子	n	1.60	4
放屁	v	1.60	4
亚当	n	1.60	4
夏娃	n	1.60	4
记录员	n	1.60	4
精液	n	1.60	2
守财奴	n	1.60	2
拿人	v	1.60	2
激进派	n	1.60	4
妮妮	nr2	1.60	4
遮羞布	n	1.60	3
田七	n	1.60	4
菩提树	n	1.60	2
几率	n	1.60	2
绝育	v	1.60	2
末路	n	1.60	1
苦丁茶	n	1.60	2
巴不得	v	1.60	1
微雨	n	1.60	1
气色	n	1.60	1
大老婆	n	1.60	1
脸	n	1.58	7
所有	b	1.53	10
只是	d	1.50	9
很多	m	1.48	10
一辈子	mq	1.46	8
里面	f	1.42	9
多	m	1.42	36
到处	d	1.42	6
第一	m	1.41	20
也许	d	1.40	6
有点	d	1.40	2
婌	n	1.40	8
恐怕	d	1.40	7
真正	d	1.39	5
难以	d	1.39	5
明明	d	1.39	5
同样	d	1.37	3
大概	d	1.28	10
真的	d	1.28	5
传	v	1.26	6
赵	nr1	1.26	6
妈	n	1.26	4
@胡大半仙女儿	nr	1.26	8
什	ng	1.25	9
狂热	a	1.24	6
怕	v	1.24	8
权	n	1.23	4
管	v	1.17	2
球	n	1.17	8
负	v	1.17	4
照	v	1.17	2
玩	v	1.17	2
嘴	n	1.17	4
猫	n	1.17	2
贺	vg	1.17	4
搜	v	1.17	8
屎	n	1.17	4
丫	n	1.17	6
丞	ng	1.17	2
风	n	1.16	7
闭	v	1.16	7
瓜	n	1.16	5
多数	m	1.14	14
知	v	1.14	6
体	ng	1.14	3
仔	ng	1.14	3
人为	b	1.14	3
改	v	1.10	4
拆	v	1.10	4
蛋	n	1.10	4
宝	n	1.10	4
公平	a	1.07	7
完	vi	1.07	5
落	v	1.07	5
狗	n	1.07	5
木	ng	1.07	5
鬼	n	1.07	5
逗	v	1.07	5
独立	ad	1.05	6
幸福	an	1.05	3
一点	mq	1.05	2
弱智	b	1.04	9
国内	s	1.03	6
天生	b	1.03	3
成熟	a	1.03	4
活	a	1.02	8
杨永信	nr	1.02	4
