Word	Part-Of-Speech	Weight	Frequency
中止	v	1.60	1
不容忽视	vl	1.60	1
团队	n	1.60	1
败坏	v	1.60	1
大片	n	1.60	1
副教授	n	1.60	1
路过	v	1.60	1
是的	vl	1.60	1
良心	n	1.60	1
无辜	n	1.60	1
胚胎	n	1.60	1
姐姐	n	1.60	1
人性	n	1.60	2
生病	vi	1.60	1
可怜	v	1.60	1
事儿	n	1.60	1
监禁	v	1.60	1
传染病	n	1.60	2
转发	v	1.60	1
基调	n	1.60	1
转基因	n	1.60	1
治愈	v	1.60	1
来电	n	1.60	1
定下	v	1.60	1
萝卜	n	1.60	1
生怕	v	1.60	1
错过	v	1.60	1
底层	n	1.60	1
声望	n	1.60	1
操心	v	1.60	1
回复	v	1.60	1
试试	v	1.60	1
姑息	v	1.60	1
出世	vi	1.60	1
罢休	vi	1.60	1
民族英雄	nl	1.60	1
放假	vi	1.60	1
葫芦	n	1.60	1
智商	n	1.60	1
坐等	v	1.60	1
不可估量	vl	1.60	1
妊娠	vi	1.60	1
没关系	vl	1.60	1
止境	n	1.60	1
抄袭	v	1.60	1
知情	vd	1.60	1
混入	v	1.60	1
骗子	n	1.60	1
可知	v	1.60	2
联播	vn	1.60	1
抗生素	n	1.60	1
富人	n	1.60	1
量刑	vi	1.60	1
防微杜渐	vl	1.60	1
星际	n	1.60	1
遵从	v	1.60	1
抓捕	v	1.60	1
凌驾	v	1.60	1
逃之夭夭	vl	1.60	1
近亲	n	1.60	2
病菌	n	1.60	1
拜托	v	1.60	2
插入	v	1.60	1
枪决	v	1.60	1
天价	n	1.60	1
遗传病	n	1.60	1
医疗界	n	1.60	1
容貌	n	1.60	1
效法	v	1.60	1
真格	n	1.60	1
诗经	n	1.60	1
毒液	n	1.60	1
打点	vi	1.60	1
玩意	n	1.60	1
两面性	n	1.60	1
网友	n	1.60	1
乱套	vi	1.60	1
该人	n	1.60	1
受试者	n	1.60	1
肥牛	n	1.60	1
闭关	vi	1.60	1
台面	n	1.60	1
杀一儆百	vl	1.60	1
绞架	n	1.60	1
迷航	v	1.60	1
试验品	n	1.60	1
智齿	n	1.60	1
绞刑	n	1.60	1
已经	d	1.52	3
身上	s	1.49	3
背后	f	1.49	3
美国	nsf	1.47	1
所有	b	1.46	4
来	m	1.44	15
真正	d	1.40	2
好好	d	1.40	2
哔	n	1.40	2
毕竟	d	1.37	3
怕	v	1.26	3
@T广QQQ	nr	1.26	1
不好	a	1.22	2
放	v	1.17	2
管	v	1.17	2
活	n	1.17	2
查	v	1.17	2
罪	n	1.17	2
亲	v	1.17	2
衣	ng	1.17	2
伽	ng	1.17	2
领	v	1.14	3
强烈	a	1.08	2
麻烦	an	1.08	2
一个	mq	1.06	2
整个	b	1.05	2
一下	mq	1.05	2
@Elflyn	nr	1.02	1
