Word	Part-Of-Speech	Weight	Frequency
名利	n	4.96	3
地狱	n	4.96	3
艾滋病毒	n	4.96	3
私欲	n	4.96	3
做主	vi	4.96	3
处死	v	4.96	3
抽血	vi	4.96	3
安乐死	v	4.96	3
狗屁	n	4.96	3
喷子	n	4.96	3
中华民族	n	4.86	4
大众	n	4.86	4
蔓延	vi	4.86	4
贺	vg	4.69	18
可怕	a	4.67	18
关乎全人类	n_new	4.55	3
            	n	4.54	4
根本	d	4.52	12
成功	an	4.45	12
怕	v	4.39	18
对象	n	4.34	6
回复	v	4.28	7
安全	an	4.26	8
直接	ad	4.26	8
一	m	4.24	94
自然	d	4.22	10
打算负责	n_new	4.21	2
丧尸	n_new	4.21	2
新型病毒	n_new	4.21	2
空口	n_new	4.21	2
细思极恐	n_new	4.21	2
超级人类	n_new	4.21	2
热搜	n_new	4.21	2
嘴炮	n_new	4.21	2
艾滋病患者	n_new	4.21	2
蝴蝶效应	n_new	4.21	2
可以避免	n_new	4.21	2
生下来	n_new	4.21	2
知道真相	n_new	4.21	2
南科大	n_new	4.21	2
娱乐	vn	4.19	6
值几	n_new	4.10	3
恋爱结婚	n_new	4.10	3
难道	d	4.09	15
做法	n	4.09	5
淘汰	v	4.09	5
想法	n	4.06	4
白鼠	n_new	4.02	11
无辜	n	4.00	5
负担	n	3.96	4
而言	v	3.96	4
一直	d	3.81	7
我国	n	3.79	3
发现	v	3.79	3
关键	n	3.79	3
培养	v	3.79	3
协议	n	3.79	3
方法	n	3.79	3
同意	v	3.79	3
感谢	v	3.79	3
破坏	vn	3.79	3
对待	v	3.79	3
诞生	vi	3.79	3
明星	n	3.79	3
想起	v	3.79	3
想象	v	3.79	3
记得	v	3.79	3
预料	v	3.79	3
脑子	n	3.79	3
传染病	n	3.79	3
不可估量	vl	3.79	3
颠覆	v	3.79	3
可知	v	3.79	3
宝宝	n	3.79	3
阻断	v	3.79	3
变种	n	3.79	3
网友	n	3.79	3
长命百岁	vl	3.79	3
畜生	n	3.79	3
避免	v	3.79	2
手机	n	3.79	2
不要	d	3.78	8
也许	d	3.77	10
确实	ad	3.74	6
疯狂	a	3.74	6
完全	ad	3.72	7
公开	ad	3.69	5
夫妇	n	3.68	4
看成	v	3.68	4
事儿	n	3.68	4
未知数	n	3.68	4
知情	vn	3.68	4
错	n	3.55	12
陈羽	nr	3.53	3
有关	vn	3.51	2
生产	v	3.51	2
服务	vn	3.51	2
历史	n	3.51	2
报道	n	3.51	2
精神	n	3.51	2
提出	v	3.51	2
参加	v	3.51	2
机构	n	3.51	2
开展	v	3.51	2
形成	v	3.51	2
得到	v	3.51	2
利用	v	3.51	2
计划	n	3.51	2
监督	vn	3.51	2
进入	v	3.51	2
了解	v	3.51	2
部分	n	3.51	2
制定	v	3.51	2
获得	v	3.51	2
来自	v	3.51	2
需求	n	3.51	2
来到	v	3.51	2
选择	vn	3.51	2
因素	n	3.51	2
采访	v	3.51	2
负责人	n	3.51	2
趋势	n	3.51	2
学者	n	3.51	2
朋友	n	3.51	2
尊重	v	3.51	2
机遇	n	3.51	2
公布	v	3.51	2
压力	n	3.51	2
防止	v	3.51	2
规律	n	3.51	2
计算机	n	3.51	2
满足	v	3.51	2
舆论	n	3.51	2
带动	v	3.51	2
遇到	v	3.51	2
物质	n	3.51	2
属于	v	3.51	2
监管	vn	3.51	2
禁止	v	3.51	2
制裁	v	3.51	2
指挥	vn	3.51	2
奉献	vn	3.51	2
打破	v	3.51	2
小说	n	3.51	2
接触	v	3.51	2
清楚	v	3.51	2
损害	v	3.51	2
喜欢	vi	3.51	2
看来	v	3.51	2
意味着	v	3.51	2
记录	v	3.51	2
地球	n	3.51	2
赔偿	v	3.51	2
身份	n	3.51	2
医药	n	3.51	2
智力	n	3.51	2
当事人	n	3.51	2
扩散	v	3.51	2
期待	v	3.51	2
确认	v	3.51	2
事物	n	3.51	2
说法	n	3.51	2
足够	v	3.51	2
放心	v	3.51	2
变为	v	3.51	2
翻译	n	3.51	2
不如	v	3.51	2
暴露	v	3.51	2
怀疑	v	3.51	2
批判	vn	3.51	2
剩下	v	3.51	2
终身	n	3.51	2
否定	v	3.51	2
细胞	n	3.51	2
管制	v	3.51	2
杜绝	v	3.51	2
弥补	vn	3.51	2
样子	n	3.51	2
延续	v	3.51	2
借口	n	3.51	2
主角	n	3.51	2
上课	vi	3.51	2
出发点	n	3.51	2
吸毒	vi	3.51	2
曝光	vi	3.51	2
言论	n	3.51	2
游戏	n	3.51	2
物种	n	3.51	2
无视	v	3.51	2
处置	v	3.51	2
担忧	vn	3.51	2
娃娃	n	3.51	2
告知	v	3.51	2
深思	vi	3.51	2
剥夺	v	3.51	2
视线	n	3.51	2
害怕	v	3.51	2
炒作	v	3.51	2
得了	vi	3.51	2
名声	n	3.51	2
对不起	v	3.51	2
杀人	vi	3.51	2
良心	n	3.51	2
验证	v	3.51	2
现代人	n	3.51	2
繁衍	v	3.51	2
驱使	v	3.51	2
疫苗	n	3.51	2
罪名	n	3.51	2
跟随	v	3.51	2
流氓	n	3.51	2
转发	v	3.51	2
蛋白	n	3.51	2
失控	vi	3.51	2
注射	v	3.51	2
壁垒	n	3.51	2
传染	v	3.51	2
导航	vi	3.51	2
质疑	vn	3.51	2
强奸	v	3.51	2
泄露	v	3.51	2
笑话	n	3.51	2
所作所为	nl	3.51	2
堕胎	vi	3.51	2
排挤	v	3.51	2
残缺	v	3.51	2
副作用	n	3.51	2
说不定	vl	3.51	2
先天	n	3.51	2
坐等	v	3.51	2
哺乳动物	nl	3.51	2
大话	n	3.51	2
恋爱	vi	3.51	2
视频	n	3.51	2
巧合	vi	3.51	2
自然规律	nl	3.51	2
原谅	v	3.51	2
正常人	n	3.51	2
新生儿	n	3.51	2
奴役	v	3.51	2
精子	n	3.51	2
掂量	v	3.51	2
错字	n	3.51	2
风向	n	3.51	2
出轨	vn	3.51	2
人工智能	n	3.51	2
毛线	n	3.51	2
王者	n	3.51	2
禽兽	n	3.51	2
自私自利	vl	3.51	2
造物主	n	3.51	2
发声	vn	3.51	2
气死	v	3.51	2
怪物	n	3.51	2
不孕	vi	3.51	2
聚光灯	n	3.51	2
自然选择	nl	3.51	2
异类	n	3.51	2
自大狂	n	3.51	2
绝育	v	3.51	2
妈	n	3.50	12
真	d	3.44	70
本来	d	3.42	7
到底	d	3.42	11
态度	n	3.42	3
事实	n	3.42	3
付出	v	3.42	3
名字	n	3.42	3
不顾	v	3.42	3
婚姻	n	3.42	3
普通人	n	3.42	3
家伙	n	3.42	3
得病	vi	3.42	3
关上	v	3.42	3
玩意	n	3.42	3
有点	d	3.36	7
肯定	d	3.34	10
耻辱	n	3.30	4
半辈子	mq	3.21	95
自由	a	3.18	5
改	v	3.18	10
痛苦	an	3.18	5
算	v	3.17	16
够	v	3.15	8
意外	an	3.12	6
残忍	a	3.12	6
基本	ad	3.11	4
必要	an	3.11	4
管	v	3.10	11
自私	a	3.07	5
一旦	d	3.04	7
恐怖	a	3.03	8
真的	d	3.01	8
只是	d	2.99	6
必然	d	2.99	6
恐怕	d	2.95	7
责	ng	2.90	36
命	n	2.84	8
第一	m	2.83	11
病	n	2.80	7
盒子	n	2.67	5
无耻	a	2.63	3
不同	a	2.62	5
性	ng	2.62	9
过程	n	2.60	6
么负担	n_new	2.59	2
无知无畏	n_new	2.59	2
编码区	n_new	2.59	2
成熟	a	2.57	6
严重	ad	2.57	4
具体	a	2.57	4
骄傲	a	2.57	4
不够	a	2.56	5
懂	v	2.55	12
身上	s	2.55	11
么样	n_new	2.53	3
配	v	2.52	10
恶心	a	2.51	8
养	v	2.49	6
骂	v	2.49	6
比较	d	2.49	4
或许	d	2.49	4
简直	d	2.49	4
努力	ad	2.48	3
优秀	a	2.48	3
错误	a	2.48	3
简单	ad	2.48	3
突然	ad	2.48	3
危险	an	2.48	3
混乱	a	2.48	3
女孩	n	2.48	3
神奇	a	2.48	3
过分	a	2.48	3
好奇	a	2.48	3
厉害	a	2.48	3
出名	a	2.48	3
傲慢	an	2.48	3
丧心病狂	al	2.48	3
不要脸	a	2.48	3
完	vi	2.46	7
知	v	2.46	5
玩	v	2.46	5
伟大	a	2.43	4
阶级	n	2.43	2
半身	n	2.43	2
可笑	a	2.43	4
脸	n	2.43	9
作品	n	2.40	1
绿灯	n	2.40	1
逼	v	2.39	7
整个	b	2.32	10
别	d	2.27	23
所有	b	2.25	10
背后	f	2.24	6
其实	d	2.18	6
体	ng	2.17	4
部门	n	2.16	2
人员	n	2.16	2
项目	n	2.16	2
方式	n	2.16	2
意见	n	2.16	2
认识	v	2.16	2
变化	vn	2.16	2
手段	n	2.16	2
打击	vn	2.16	2
合同	n	2.16	2
组建	v	2.16	2
展开	v	2.16	2
现有	vn	2.16	2
违反	v	2.16	2
提前	v	2.15	2
好事	n	2.15	2
遵守	v	2.15	2
障碍	n	2.15	2
规则	n	2.15	2
约束	vn	2.15	2
姑娘	n	2.15	2
眼光	n	2.15	2
打算	v	2.15	2
灾难	n	2.15	2
实验室	n	2.15	2
寿命	n	2.15	2
注视	vn	2.15	2
关联	vi	2.15	2
受害者	n	2.15	2
采集	v	2.15	2
结局	n	2.15	2
说实话	vl	2.15	2
冒进	vi	2.15	2
生儿育女	vl	2.15	2
超生	vi	2.15	2
入土	vi	2.15	2
老头子	n	2.15	2
两面性	n	2.15	2
可逆	vi	2.15	2
新浪	ntz	2.15	2
付	v	2.15	24
巨大	a	2.14	7
签	v	2.14	6
一定	d	2.13	8
渣	n	2.12	10
环境	n	2.11	3
拉倒	vi	2.11	3
笑	v	2.09	10
关	n	2.09	7
愿	v	2.08	6
鬼	n	2.08	6
待	vi	2.07	4
弄	v	2.07	4
扯	v	2.07	4
娶	v	2.07	4
必须	d	2.06	4
还要	d	2.06	4
富	vg	2.03	5
不好	a	2.03	4
滚	vi	2.00	9
进一步	d	1.98	3
非常	d	1.98	3
永远	d	1.98	3
真是	d	1.98	3
竟然	d	1.98	3
居然	d	1.98	3
明明	d	1.98	3
真心	d	1.98	3
什	ng	1.92	9
dNA序列	n_new	1.92	1
人类带来	n_new	1.92	1
作为实验对象	n_new	1.92	1
资本分子	n_new	1.92	1
微博	n_new	1.92	1
转发微博	n_new	1.92	1
脑补	n_new	1.92	1
       	n	1.92	1
          	n	1.92	1
   	n	1.92	1
@Mansory	n	1.92	1
普通民众	n_new	1.92	1
疾病折磨	n_new	1.92	1
科研人员	n_new	1.92	1
无法得知	n_new	1.92	1
发挥作用	n_new	1.92	1
转移大众	n_new	1.92	1
脑洞	n_new	1.92	1
背锅	n_new	1.92	1
终身监禁	n_new	1.92	1
魔幻	n_new	1.92	1
转基因食品	n_new	1.92	1
黑镜	n_new	1.92	1
道德制高点	n_new	1.92	1
融入社会	n_new	1.92	1
无视基因	n_new	1.92	1
严控	n_new	1.92	1
枉顾	n_new	1.92	1
爸妈	n_new	1.92	1
不法分子利用	n_new	1.92	1
压根	n_new	1.92	1
繁衍后代	n_new	1.92	1
一堆	n_new	1.92	1
大头鬼	n_new	1.92	1
判死刑	n_new	1.92	1
基因编程	n_new	1.92	1
遗传性疾病	n_new	1.92	1
后果不堪设想	n_new	1.92	1
遗传学专业	n_new	1.92	1
                 	n	1.92	1
优良基因	n_new	1.92	1
么大事	n_new	1.92	1
基因工程	n_new	1.92	1
牛逼	n_new	1.92	1
追逐名利	n_new	1.92	1
正面回答	n_new	1.92	1
主要问题	n_new	1.92	1
中国生物学家	n_new	1.92	1
对外宣布	n_new	1.92	1
传播途径	n_new	1.92	1
专家学者	n_new	1.92	1
临床试验	n_new	1.92	1
干涉人类	n_new	1.92	1
百分百	n_new	1.92	1
丧失伦理	n_new	1.92	1
图片评论	n_new	1.92	1
  	n	1.92	1
媒体断章取义	n_new	1.92	1
么他	nrf	1.91	4
一起	s	1.91	5
一下	mq	1.91	5
重要	a	1.90	3
香港	ns	1.90	3
轻巧	a	1.89	3
仅仅	d	1.89	5
之前	f	1.87	4
一点	mq	1.87	4
里面	f	1.87	4
很多	m	1.84	5
人为	b	1.84	5
放	v	1.78	5
碰	v	1.78	5
瓜	n	1.78	6
特别	a	1.76	2
有效	a	1.76	2
一般	a	1.75	2
普通	a	1.75	2
典型	a	1.75	2
极大	a	1.75	2
强大	a	1.75	2
发达	a	1.75	2
自豪	a	1.75	2
轻松	a	1.75	2
麻烦	a	1.75	2
聪明	a	1.75	2
随便	a	1.75	2
残酷	a	1.75	2
安心	a	1.75	2
无知	an	1.75	2
值钱	a	1.75	2
冠冕堂皇	al	1.75	2
洗	v	1.75	5
子	ng	1.75	5
tm	n	1.75	5
半生	m	1.74	16
将来	t	1.74	10
转	v	1.71	4
提	v	1.71	4
造	v	1.71	4
喷	v	1.71	4
有用	a	1.71	3
词	n	1.68	5
牢	ng	1.68	5
声	ng	1.65	3
世	ng	1.65	3
杀	v	1.65	3
不过	d	1.64	5
俩	m	1.63	42
嗎	n	1.63	4
服	v	1.62	4
工作	vn	1.61	1
经济	n	1.61	1
记者	n	1.61	1
全国	n	1.61	1
管理	v	1.61	1
会议	n	1.60	1
提高	vn	1.60	1
加强	v	1.60	1
金融	n	1.60	1
文化	n	1.60	1
建立	v	1.60	1
投资	v	1.60	1
工程	n	1.60	1
制度	n	1.60	1
思想	n	1.60	1
提供	v	1.60	1
坚持	v	1.60	1
取得	v	1.60	1
世纪	n	1.60	1
资金	n	1.60	1
城市	n	1.60	1
地方	n	1.60	1
重点	n	1.60	1
具有	v	1.60	1
保护	v	1.60	1
目标	n	1.60	1
报告	n	1.60	1
调整	vn	1.60	1
结合	v	1.60	1
专家	n	1.60	1
学生	n	1.60	1
完成	v	1.60	1
资源	n	1.60	1
发表	v	1.60	1
推动	v	1.60	1
竞争	v	1.60	1
帮助	v	1.60	1
使用	v	1.60	1
贡献	n	1.60	1
阶段	n	1.60	1
宣传	v	1.60	1
执行	v	1.60	1
人口	n	1.60	1
体系	n	1.60	1
参与	v	1.60	1
资产	n	1.60	1
持续	vd	1.60	1
地位	n	1.60	1
观念	n	1.60	1
检查	v	1.60	1
宣布	v	1.60	1
表现	v	1.60	1
商品	n	1.60	1
维护	v	1.60	1
意识	n	1.60	1
转变	v	1.60	1
关心	vn	1.60	1
进程	n	1.60	1
范围	n	1.60	1
引起	v	1.60	1
基金	n	1.60	1
专业	n	1.60	1
安排	v	1.60	1
商业	n	1.60	1
价值	n	1.60	1
现实	n	1.60	2
集体	n	1.60	1
人士	n	1.60	1
感到	v	1.60	1
给予	vx	1.60	1
资本	n	1.60	1
机会	n	1.60	1
集团	n	1.60	1
体现	v	1.60	1
成员	n	1.60	1
注意	v	1.60	1
保险	n	1.60	1
符合	v	1.60	1
恢复	v	1.60	1
探索	vn	1.60	1
规划	vn	1.60	1
方案	n	1.60	1
电视	n	1.60	1
进展	vn	1.60	1
医院	n	1.60	1
做出	v	1.60	1
大学	n	1.60	1
信心	n	1.60	1
损失	n	1.60	1
声明	n	1.60	1
整体	n	1.60	1
下来	vf	1.60	1
电脑	n	1.60	1
挑战	vn	1.60	1
全球	n	1.60	1
不足	v	1.60	1
呼吁	vn	1.60	1
审议	v	1.60	1
搞好	v	1.60	1
故事	n	1.60	1
采用	v	1.60	1
掌握	v	1.60	1
经历	v	1.60	1
人民币	n	1.60	1
照片	n	1.60	1
评价	v	1.60	1
追求	v	1.60	1
回答	v	1.60	1
效果	n	1.60	1
把握	v	1.60	1
核试验	n	1.60	1
消息	n	1.60	1
显示	v	1.60	1
品种	n	1.60	1
批评	v	1.60	1
等等	v	1.60	1
调控	vn	1.60	1
种植	v	1.60	1
取消	v	1.60	1
值得	v	1.60	1
文件	n	1.60	1
个体	n	1.60	1
广告	n	1.60	1
食品	n	1.60	1
制造	v	1.60	1
应用	v	1.60	1
宗教	n	1.60	1
不得	vi	1.60	2
大局	n	1.60	1
改进	v	1.60	1
父亲	n	1.60	1
治安	n	1.60	1
差距	n	1.60	1
构成	v	1.60	1
承诺	v	1.60	1
限制	v	1.60	1
收到	v	1.60	1
能否	v	1.60	1
儿子	n	1.60	1
看法	n	1.60	1
扶持	vn	1.60	1
farm	n	1.60	1
蔬菜	n	1.60	1
日子	n	1.60	1
享受	v	1.60	1
命运	n	1.60	1
制约	vn	1.60	1
示范	vn	1.60	1
财产	n	1.60	1
发布	v	1.60	1
老百姓	nt	1.60	1
员工	n	1.60	1
冲击	vn	1.60	1
知识分子	n	1.60	1
共识	n	1.60	1
英雄	n	1.60	1
志愿者	n	1.60	1
操作	vn	1.60	1
大陆	n	1.60	1
承认	v	1.60	1
年龄	n	1.60	1
出台	vi	1.60	1
同学	n	1.60	1
处罚	vn	1.60	1
分子	n	1.60	2
配置	v	1.60	1
制止	v	1.60	1
背景	n	1.60	1
防范	v	1.60	1
普及	v	1.60	1
印象	n	1.60	1
家长	n	1.60	1
性质	n	1.60	1
空气	n	1.60	1
不知	v	1.60	1
妻子	n	1.60	1
文字	n	1.60	1
听到	v	1.60	1
资助	v	1.60	1
预防	v	1.60	1
体会	v	1.60	1
解释	vn	1.60	1
子女	n	1.60	1
预测	vn	1.60	1
维持	v	1.60	1
遭到	v	1.60	1
回家	vi	1.60	1
感动	v	1.60	1
审判	v	1.60	1
引发	v	1.60	1
历程	n	1.60	1
爱心	n	1.60	1
追究	v	1.60	1
账户	n	1.60	1
遭受	v	1.60	1
变革	vn	1.60	1
人格	n	1.60	1
境界	n	1.60	1
缺少	v	1.60	1
人人	n	1.60	1
大赛	vn	1.60	1
原有	vn	1.60	1
水果	n	1.60	1
上下	n	1.60	1
青春	n	1.60	1
概念	n	1.60	1
对策	n	1.60	1
心灵	n	1.60	1
赋予	v	1.60	1
听说	v	1.60	1
牺牲	v	1.60	1
大门	n	1.60	1
天地	n	1.60	1
声音	n	1.60	1
失误	vn	1.60	1
监察	vn	1.60	1
暴力	n	1.60	1
敢于	v	1.60	1
分为	v	1.60	1
题材	n	1.60	1
好处	n	1.60	1
baby	n	1.60	1
指定	vn	1.60	1
检测	v	1.60	1
发明	n	1.60	1
爆发	v	1.60	1
上学	vi	1.60	1
买卖	vn	1.60	1
天下	n	1.60	1
签字	vi	1.60	1
包装	n	1.60	1
爆炸	v	1.60	1
目光	n	1.60	1
奇迹	n	1.60	1
提醒	v	1.60	1
官方	n	1.60	1
出于	v	1.60	1
整理	v	1.60	1
替代	v	1.60	1
植物	n	1.60	1
尊严	n	1.60	1
过年	vi	1.60	1
出国	vi	1.60	1
刺激	v	1.60	1
成人	n	1.60	1
儿女	n	1.60	1
直至	v	1.60	1
同事	n	1.60	1
可能性	n	1.60	1
修复	vn	1.60	1
证实	v	1.60	1
销毁	v	1.60	1
侵犯	v	1.60	1
人群	n	1.60	1
去世	vi	1.60	1
人间	n	1.60	1
变动	vn	1.60	1
月球	n	1.60	1
初中	n	1.60	1
人心	n	1.60	1
丧失	v	1.60	1
价值观	n	1.60	1
来临	vi	1.60	1
认证	vn	1.60	1
造福	v	1.60	1
争论	vn	1.60	1
角色	n	1.60	1
职业道德	n	1.60	1
消失	vi	1.60	1
说话	vi	1.60	1
空白	n	1.60	1
契机	n	1.60	1
世人	n	1.60	1
流入	v	1.60	1
爱护	v	1.60	1
议论	v	1.60	1
度过	v	1.60	1
发电	vn	1.60	1
节奏	n	1.60	1
意愿	n	1.60	1
极端	n	1.60	1
犹如	v	1.60	1
二战	n	1.60	1
隐患	n	1.60	1
超出	v	1.60	1
设想	vn	1.60	1
占据	v	1.60	1
大自然	n	1.60	1
热潮	n	1.60	1
强制	vd	1.60	1
英语	nz	1.60	1
中科院	n	1.60	1
余额	n	1.60	1
留学生	n	1.60	1
青年人	n	1.60	1
条款	n	1.60	1
印刷	v	1.60	1
外国人	n	1.60	1
阻碍	n	1.60	1
献身	v	1.60	1
答案	n	1.60	1
人道主义	n	1.60	1
多媒体	n	1.60	1
渗透	vn	1.60	1
代替	v	1.60	2
上演	v	1.60	1
全家	n	1.60	1
发育	vi	1.60	1
测试	vn	1.60	1
不会	v	1.60	1
癌症	n	1.60	1
偿还	v	1.60	1
视角	n	1.60	1
争议	vn	1.60	1
悲剧	n	1.60	1
抵御	v	1.60	1
跟着	v	1.60	1
祝福	v	1.60	1
远离	v	1.60	1
携带	v	1.60	1
借助	v	1.60	1
