Word	Part-Of-Speech	Weight	Frequency
父母	n	1.60	1
大事	n	1.60	1
愿望	n	1.60	1
操作	v	1.60	1
角度	n	1.60	1
读书	vi	1.60	1
具备	v	1.60	1
看来	v	1.60	1
到位	vi	1.60	1
遵守	v	1.60	1
诞生	vi	1.60	1
打开	v	1.60	1
道理	n	1.60	1
全世界	n	1.60	1
失败	vn	1.60	1
鉴定	vn	1.60	1
照顾	v	1.60	1
规则	n	1.60	1
后果	n	1.60	1
出生	vi	1.60	1
实质	n	1.60	1
记得	v	1.60	1
警告	vn	1.60	1
对抗	vn	1.60	1
判决	vn	1.60	1
区别	n	1.60	1
医学	n	1.60	1
销毁	v	1.60	1
发布会	n	1.60	1
监控	v	1.60	1
动手	vi	1.60	1
结婚	vi	1.60	1
传递	v	1.60	1
长大	vi	1.60	1
悲剧	n	1.60	1
刑法	n	1.60	1
产物	n	1.60	1
理应	vd	1.60	1
原告	n	1.60	1
解答	v	1.60	1
出境	vi	1.60	1
下一代	n	1.60	1
表扬	v	1.60	1
杀人	vi	1.60	1
无辜	n	1.60	1
开启	v	1.60	1
废弃	v	1.60	1
发财	vi	1.60	1
繁衍	v	1.60	1
遗传	vn	1.60	1
步子	n	1.60	1
罪名	n	1.60	1
穷人	n	1.60	1
倒退	vn	1.60	1
关乎	v	1.60	1
严重性	n	1.60	1
灭绝	vi	1.60	1
驱逐	v	1.60	1
变异	n	1.60	1
伦理学	n	1.60	1
设定	v	1.60	1
生殖	vn	1.60	1
出人意料	vl	1.60	1
绝症	n	1.60	1
进化	vi	1.60	1
灭亡	vi	1.60	1
未知	vn	1.60	1
底线	n	1.60	1
概率	n	1.60	1
颠覆	v	1.60	1
铸成	v	1.60	1
完了	vi	1.60	1
富人	n	1.60	1
认罪	vi	1.60	1
量刑	vi	1.60	1
下文	v	1.60	1
坐牢	vi	1.60	1
人伦	n	1.60	1
蠢事	n	1.60	1
种畜	n	1.60	1
试问	v	1.60	1
子虚乌有	vl	1.60	1
牢狱	n	1.60	1
类推	vi	1.60	1
狼狈为奸	vl	1.60	1
走火	vi	1.60	1
分身	vi	1.60	1
大快人心	nl	1.60	1
悔罪	vi	1.60	1
临死	vi	1.60	1
入魔	v	1.60	1
加刑	v	1.60	1
良人	n	1.60	1
试验品	n	1.60	1
陆月	t	1.58	1
中国	ns	1.48	1
真的	d	1.40	2
@热心网友小吴yk	nr	1.26	1
原始	a	1.20	1
懂	v	1.17	2
医	ng	1.17	2
贺	vg	1.17	2
矛盾	an	1.08	2
@阿月浑子的果实	nr	1.02	1
