Word	Part-Of-Speech	Weight	Frequency
基因池	n_new	8.10	5
毫无底线	n_new	8.07	4
质疑	vi	8.05	12
孩子饱受	n_new	8.01	6
生物工程	n_new	7.76	2
发生变化	n_new	7.76	2
产生一个	n_new	7.76	2
一个愿	n_new	7.76	2
安全隐患	n_new	7.76	2
法律约束	n_new	7.76	2
恐怖分子	n_new	7.76	2
可以检测	n_new	7.76	2
单基因	n_new	7.76	2
阻碍人类	n_new	7.76	2
害死	n_new	7.76	2
抗艾滋	n_new	7.76	2
真tM	n_new	7.76	2
毒液	n	7.75	12
毁灭	v	7.70	10
意思	n	7.67	5
想起	v	7.66	18
完全	ad	7.64	20
个人	n	7.60	7
在于	v	7.60	7
干预	v	7.60	7
别扯	n_new	7.59	3
角度	n	7.54	7
魔鬼	n	7.54	7
长生不老	vl	7.54	7
生存	vi	7.52	8
能力	n	7.49	9
方式	n	7.48	6
新闻	n	7.48	6
时代	n	7.48	6
能够	v	7.48	6
面对	v	7.48	6
创新	vi	7.48	6
预防	v	7.48	6
好像	v	7.48	6
脑子	n	7.48	6
坑害	v	7.48	6
怪物	n	7.48	6
旧人类	n_new	7.46	4
生	v	7.44	39
承担	v	7.44	7
感染	v	7.44	7
借口	n	7.44	7
受精卵	n	7.44	7
自然规律	nl	7.40	10
区别	n	7.38	8
思想	n	7.38	7
组织	v	7.38	5
人生	n	7.38	7
尝试	v	7.38	7
公司	n	7.38	5
制度	n	7.38	5
继续	v	7.38	5
专家	n	7.38	5
进入	v	7.38	5
发现	v	7.38	5
准备	v	7.38	5
外国	n	7.38	5
污染	v	7.38	5
理解	v	7.38	5
掌握	v	7.38	5
追求	vn	7.38	5
值得	v	7.38	5
制造	v	7.38	5
担心	v	7.38	5
收益	n	7.38	5
手术	vi	7.38	5
生育	v	7.38	5
后续	vn	7.38	5
疫苗	n	7.38	5
畜生	n	7.38	5
狗屁	n	7.38	5
结婚生子	n_new	7.36	5
基因突变	n_new	7.36	5
命运	n	7.35	11
机构	n	7.30	6
作用	n	7.30	6
系统	n	7.30	6
成果	n	7.30	6
相关	vn	7.30	6
患者	n	7.30	6
家长	n	7.30	6
外国人	n	7.30	6
面相	n	7.30	6
只能	v	7.29	11
国际	n	7.28	7
责任	n	7.25	11
可怕	a	7.11	56
好事	n	7.02	8
不要	d	6.93	35
成功	a	6.78	23
受到	v	6.77	11
服务	v	6.61	5
未知	v	6.60	13
注射	v	6.50	6
试验	vn	6.49	10
行为	n	6.49	10
字幕	n	6.43	9
坐牢	vi	6.43	6
概念	n	6.42	7
   	n	6.40	5
部门	n	6.36	5
缺陷	n	6.36	12
教育	vn	6.36	5
保护	vn	6.36	5
产生	v	6.35	5
办法	n	6.35	5
说明	v	6.35	5
挑战	vn	6.35	5
观点	n	6.35	5
人权	n	6.35	5
检测	vn	6.35	5
看看	v	6.35	5
准则	n	6.35	5
说话	vi	6.35	5
开启	vn	6.35	5
绑架	v	6.35	5
宝宝	n	6.35	5
未来	t	6.35	37
引起	v	6.32	7
人民	n	6.32	6
实验品	n_new	6.31	6
资本	n	6.31	8
敬畏	v	6.24	6
管理	vn	6.22	4
政府	n	6.22	4
群众	n	6.22	4
知识	n	6.22	4
完成	v	6.22	4
关键	n	6.22	4
讲话	n	6.22	4
专业	n	6.22	4
禁止	v	6.22	4
制裁	v	6.22	4
普及	vn	6.22	4
看来	v	6.22	4
规则	n	6.22	4
承受	v	6.22	4
大众	n	6.22	4
不顾	v	6.22	4
记得	v	6.22	4
手机	n	6.22	4
事物	n	6.22	4
植物	n	6.22	4
人群	n	6.22	4
统治	vn	6.22	4
消灭	v	6.22	4
试图	v	6.22	4
治病	vn	6.22	4
辅助	vn	6.22	4
预言	n	6.22	4
住手	vi	6.22	4
遗臭万年	vl	6.22	4
试验品	n	6.22	4
解释	v	6.20	7
美国	nsf	6.19	14
事件	n	6.13	5
大于	v	6.13	5
实验室	n	6.13	5
案例	n	6.13	5
名利	n	6.13	5
一定	d	6.09	19
生老病死	nl	6.08	8
难道	d	6.04	18
法则	n	6.04	10
死	v	6.03	26
结婚	vi	5.99	6
物竞天择	vl	5.97	9
科学怪人	n_new	5.95	3
现实版	n_new	5.95	3
基因改良	n_new	5.95	3
活体实验	n_new	5.95	3
敲除	n_new	5.95	3
预测	v	5.94	9
智商	n	5.84	10
转基因食品	n_new	5.84	4
一	m	5.80	139
混入人类	n_new	5.76	5
不好	ad	5.74	12
怕	v	5.73	20
病	v	5.66	30
情况	n	5.55	12
错	vd	5.54	33
痛苦	an	5.47	24
谢谢	v	5.42	10
违法	vd	5.33	5
人伦	n	5.33	6
直接	ad	5.28	10
@w梨子酱	nr	5.26	2
反派	n	5.26	6
合作	vn	5.25	3
实现	v	5.25	3
阻止	v	5.25	5
明白	an	5.25	11
目的	n	5.24	7
突然	ad	5.20	10
完美	a	5.20	10
请问	v	5.15	10
工程	n	5.14	4
利用	v	5.14	4
想象	v	5.14	6
完善	v	5.14	4
意识	n	5.14	4
科研	n	5.14	4
用于	v	5.14	4
尊重	v	5.14	4
电脑	n	5.14	4
规律	n	5.14	4
愿意	v	5.14	4
允许	v	5.14	4
英雄	n	5.14	4
一生	n	5.14	4
发明	v	5.14	4
困扰	v	5.14	4
认可	vi	5.14	4
争议	v	5.14	4
寿命	n	5.14	4
认知	vn	5.14	4
冒险	vi	5.14	4
诺贝尔奖	nz	5.14	4
假设	v	5.14	4
双胞胎	n	5.14	4
真	a	5.11	105
项目	n	5.11	5
事故	n	5.11	5
承认	v	5.11	5
可怜	v	5.11	5
理论	n	5.03	5
恶魔	n	5.03	5
声音	n	5.00	6
家伙	n	5.00	10
肯定	d	5.00	12
伤害	vn	4.98	8
表示	v	4.96	3
规定	n	4.96	3
措施	n	4.96	3
计划	n	4.96	3
达到	v	4.96	3
过程	n	4.96	3
调查	v	4.96	3
现实	n	4.96	3
感到	v	4.96	3
确保	v	4.96	3
符合	v	4.96	3
推广	v	4.96	3
走向	v	4.96	3
母亲	n	4.96	3
医疗	n	4.96	3
全球	n	4.96	3
找到	v	4.96	3
事实	n	4.96	3
监管	vn	4.96	3
成长	vn	4.96	3
限制	v	4.96	3
能否	v	4.96	3
思考	vn	4.96	3
残疾人	n	4.96	3
失去	v	4.96	3
加以	vx	4.96	3
操作	v	4.96	3
危害	v	4.96	3
制止	v	4.96	3
眼睛	n	4.96	3
喜欢	vi	4.96	3
反应	vi	4.96	3
智慧	n	4.96	3
听说	v	4.96	3
头脑	n	4.96	3
当事人	n	4.96	3
高中	n	4.96	3
打算	v	4.96	3
超越	v	4.96	3
自愿	v	4.96	3
说是	v	4.96	3
可能性	n	4.96	3
丧失	v	4.96	3
怀疑	v	4.96	3
传递	v	4.96	3
漏洞	n	4.96	3
种族	n	4.96	3
进去	vf	4.96	3
滥用	v	4.96	3
宇宙	n	4.96	3
置于	v	4.96	3
算是	v	4.96	3
伸出	v	4.96	3
游戏	n	4.96	3
惩罚	vn	4.96	3
肿瘤	n	4.96	3
误解	v	4.96	3
再说	vi	4.96	3
普通人	n	4.96	3
剥夺	v	4.96	3
老鼠	n	4.96	3
杀人	vi	4.96	3
台独	n	4.96	3
尸体	n	4.96	3
史册	n	4.96	3
验证	v	4.96	3
注定	v	4.96	3
判刑	vi	4.96	3
器官	n	4.96	3
口音	n	4.96	3
治愈	v	4.96	3
灭绝	vi	4.96	3
性别	n	4.96	3
践踏	v	4.96	3
说说	v	4.96	3
改写	v	4.96	3
死去	v	4.96	3
口子	n	4.96	3
辩解	vi	4.96	3
城堡	n	4.96	6
解读	v	4.96	3
犯法	vi	4.96	3
永生	vi	4.96	3
人命	n	4.96	3
基因组	n	4.96	3
坏处	n	4.96	3
收买	v	4.96	3
利欲熏心	vl	4.96	3
沽名钓誉	vl	4.96	3
研发	v	4.96	3
网友	n	4.96	3
他妈的	vl	4.96	3
野种	n	4.96	3
安乐死	v	4.96	3
文化	n	4.89	5
毫无	v	4.89	6
好人	n	4.89	6
方面	n	4.87	4
个体	n	4.86	4
道理	n	4.86	4
理由	n	4.86	4
先天	n	4.86	4
眉毛	n	4.86	4
傻子	n	4.86	4
活	v	4.81	18
科学技术	n	4.74	5
清楚	a	4.74	12
利润	n	4.72	5
身体	n	4.72	5
母语	n	4.72	5
正常	ad	4.72	12
丧心病狂	al	4.71	9
也许	d	4.60	11
很多	m	4.58	23
抛开伦理	n_new	4.55	3
扰乱社会	n_new	4.55	3
            	n	4.55	3
敲掉	n_new	4.55	3
姓贺	n_new	4.55	3
敢	v	4.49	23
改	v	4.42	20
算	v	4.41	19
体	ng	4.41	17
做法	n	4.35	7
一些	mq	4.33	13
确实	a	4.33	8
谨慎	a	4.30	8
疯狂	a	4.25	9
必须	d	4.25	10
文明	a	4.23	6
一直	d	4.21	8
保证质量	n_new	4.21	2
踏马	n_new	4.21	2
原始基因	n_new	4.21	2
道德制高点	n_new	4.21	2
蝴蝶效应	n_new	4.21	2
读稿子	n_new	4.21	2
可能杀死	n_new	4.21	2
人道毁灭	n_new	4.21	2
现代医学	n_new	4.21	2
研发出来	n_new	4.21	2
贫富差距	n_new	4.21	2
非自然	n_new	4.21	2
人类基因库	n_new	4.21	2
实验对象	n_new	4.21	2
劣等基因	n_new	4.21	2
动漫	n_new	4.21	2
背锅	n_new	4.21	2
        	n	4.21	2
     	n	4.21	2
西方国家	n_new	4.21	2
特么	n_new	4.21	2
                  	n	4.21	2
恐怖	a	4.21	11
骂	v	4.21	15
诞生	vi	4.20	6
自私	a	4.20	7
优秀	a	4.18	10
只是	d	4.16	12
厉害	a	4.16	8
坏事	n	4.16	6
间谍	n	4.16	6
关	n	4.14	12
人类文明	n_new	4.10	3
造福人类	n_new	4.10	3
成熟	a	4.10	16
无辜	n	4.09	13
本事	n	4.09	5
情节	n	3.97	6
环境	n	3.96	4
得到	v	3.96	4
部队	n	3.96	4
方法	n	3.96	4
探索	vn	3.96	4
比如	v	3.96	4
对象	n	3.96	4
效应	n	3.96	4
出于	v	3.96	4
骗子	n	3.96	4
救世主	n	3.96	4
确定性	n	3.96	4
白鼠	n_new	3.93	11
普通	a	3.92	9
贺	vg	3.89	14
放	v	3.88	14
其实	d	3.88	15
全国	n	3.87	3
底层	n	3.86	3
定制	n	3.86	3
最终	d	3.81	7
提出	v	3.79	3
形成	v	3.79	3
标准	n	3.79	3
关心	v	3.79	3
关注	v	3.79	3
安排	vn	3.79	3
价值	n	3.79	3
速度	n	3.79	3
犯罪	vi	3.79	3
成就	n	3.79	3
大学	n	3.79	3
学术	n	3.79	3
效果	n	3.79	3
避免	v	3.79	3
分子	n	3.79	3
工具	n	3.79	3
审判	vn	3.79	3
本质	n	3.79	3
约束	vn	3.79	3
好处	n	3.79	3
记忆	n	3.79	3
隐患	n	3.79	3
火星	n	3.79	3
记住	v	3.79	3
当成	v	3.79	3
真相	n	3.79	3
改良	v	3.79	3
平台	n	3.79	3
处置	v	3.79	3
筛选	v	3.79	3
让步	vn	3.79	3
歧视	vn	3.79	3
估量	v	3.79	3
繁衍	v	3.79	3
坏人	n	3.79	3
替换	v	3.79	3
私欲	n	3.79	3
一边倒	vi	3.79	3
试管	n	3.79	3
幌子	n	3.79	3
下限	n	3.79	3
人种	n	3.79	3
黑猩猩	n	3.79	3
变化	vn	3.79	4
寻求	v	3.79	2
讨厌	v	3.79	4
之前	f	3.78	15
一点	mq	3.75	10
无耻	a	3.74	6
一下	mq	3.74	14
严重	a	3.74	9
领先	vi	3.72	7
整个	b	3.71	15
末日	n	3.71	8
简单	a	3.69	5
不行	a	3.69	5
恐慌	an	3.69	5
同时	n	3.69	4
参与	v	3.68	4
声明	n	3.68	4
下来	vf	3.68	4
感受	vn	3.68	4
适合	v	3.68	4
欲望	n	3.68	4
螃蟹	n	3.68	4
换成	v	3.68	4
罪人	n	3.68	4
巨大	a	3.64	7
伟大	a	3.62	10
杨永信	nr	3.62	2
么样	n_new	3.60	7
资格	n	3.56	5
杀	v	3.55	10
奴隶	n	3.54	12
所有	b	3.53	17
工作	vn	3.52	2
管	v	3.52	10
装	v	3.52	10
智力	n	3.52	7
人员	n	3.51	2
建立	v	3.51	2
精神	n	3.51	2
代表	v	3.51	2
世纪	n	3.51	2
开发	vn	3.51	2
增加	v	3.51	2
质量	n	3.51	2
实施	v	3.51	2
和平	n	3.51	2
具有	v	3.51	2
实践	vn	3.51	2
保持	v	3.51	2
发表	v	3.51	2
制定	v	3.51	2
内容	n	3.51	2
机制	n	3.51	2
作品	n	3.51	2
保障	vn	3.51	2
学校	n	3.51	2
行业	n	3.51	2
改善	v	3.51	2
来自	v	3.51	2
欢迎	v	3.51	2
减少	v	3.51	2
检查	v	3.51	2
进程	n	3.51	2
需求	n	3.51	2
批准	v	3.51	2
商业	n	3.51	2
消费	vn	3.51	2
面临	v	3.51	2
机会	n	3.51	2
超过	v	3.51	2
规范	v	3.51	2
手段	n	3.51	2
儿童	n	3.51	2
趋势	n	3.51	2
学者	n	3.51	2
通知	v	3.51	2
面向	v	3.51	2
朋友	n	3.51	2
呼吁	v	3.51	2
公布	v	3.51	2
依靠	v	3.51	2
网络	n	3.51	2
有所	v	3.51	2
功能	n	3.51	2
层次	n	3.51	2
发言	vi	3.51	2
把握	v	3.51	2
模式	n	3.51	2
满足	v	3.51	2
留下	v	3.51	2
食品	n	3.51	2
应用	v	3.51	2
老师	n	3.51	2
真理	n	3.51	2
心理	n	3.51	2
儿子	n	3.51	2
看法	n	3.51	2
消除	v	3.51	2
称为	v	3.51	2
感情	n	3.51	2
员工	n	3.51	2
老百姓	nt	3.51	2
表达	v	3.51	2
小说	n	3.51	2
对待	v	3.51	2
检验	v	3.51	2
手续	n	3.51	2
计划生育	nl	3.51	2
难题	n	3.51	2
放在	v	3.51	2
回来	v	3.51	2
遵守	v	3.51	2
付出	v	3.51	2
救助	v	3.51	2
群体	n	3.51	2
房子	n	3.51	2
过来	vf	3.51	2
生意	n	3.51	2
赋予	v	3.51	2
天地	n	3.51	2
大师	n	3.51	2
医药	n	3.51	2
伟人	n	3.51	2
时机	n	3.51	2
垄断	v	3.51	2
扩散	v	3.51	2
交给	v	3.51	2
官方	n	3.51	2
勇气	n	3.51	2
审核	vn	3.51	2
足够	v	3.51	2
销毁	v	3.51	2
汉语	nz	3.51	2
看见	v	3.51	2
度过	v	3.51	2
镜头	n	3.51	2
经典	n	3.51	2
大概	n	3.51	2
设想	v	3.51	2
动手	vi	3.51	2
当做	v	3.51	2
金钱	n	3.51	2
挑选	v	3.51	2
当作	v	3.51	2
扭转	v	3.51	2
阶级	n	3.51	2
麻烦	v	3.51	2
跟着	v	3.51	2
介入	v	3.51	2
天天	n	3.51	2
出发点	n	3.51	2
梦想	n	3.51	2
改编	v	3.51	2
纳粹	n	3.51	2
曝光	vi	3.51	2
监狱	n	3.51	2
毛病	n	3.51	2
同情	v	3.51	2
言论	n	3.51	2
老虎	n	3.51	2
飞行员	n	3.51	2
家族	n	3.51	2
繁殖	v	3.51	2
新药	n	3.51	2
何在	vi	3.51	2
转入	v	3.51	2
不可避免	vl	3.51	2
逻辑	n	3.51	2
帮忙	vi	3.51	2
贩卖	v	3.51	2
主人公	n	3.51	2
攻克	v	3.51	2
诈骗	vn	3.51	2
监视	v	3.51	2
杂交	vn	3.51	2
回应	vn	3.51	2
初衷	n	3.51	2
能量	n	3.51	2
大片	n	3.51	2
炒作	v	3.51	2
自然界	n	3.51	2
生死	n	3.51	2
良心	n	3.51	2
开头	n	3.51	2
压迫	vn	3.51	2
掩盖	v	3.51	2
扭曲	vi	3.51	2
接班人	n	3.51	2
好坏	n	3.51	2
无异	vi	3.51	2
暗杀	v	3.51	2
翅膀	n	3.51	2
驱使	vn	3.51	2
流氓	n	3.51	2
转发	v	3.51	2
勾结	v	3.51	2
集中营	n	3.51	2
评判	v	3.51	2
稿子	n	3.51	2
血脉	n	3.51	2
更改	v	3.51	2
说实话	vl	3.51	2
万无一失	vl	3.51	2
精神病	n	3.51	2
语气	n	3.51	2
代码	n	3.51	2
精英	n	3.51	2
和尚	n	3.51	2
生化	n	3.51	2
老婆	n	3.51	2
绝症	n	3.51	2
麻痹	vi	3.51	2
回复	v	3.51	2
试试	v	3.51	2
规避	v	3.51	2
小孩子	n	3.51	2
侮辱	vn	3.51	2
祖宗	n	3.51	2
小姑娘	n	3.51	2
好心	n	3.51	2
堆积	v	3.51	2
说不定	vl	3.51	2
玩笑	n	3.51	2
盒子	n	3.51	2
连锁反应	nl	3.51	2
去掉	v	3.51	2
隐私	n	3.51	2
铤而走险	vl	3.51	2
仇恨	n	3.51	2
早点	n	3.51	2
止境	n	3.51	2
克隆羊	n	3.51	2
明目张胆	nl	3.51	2
概率	n	3.51	2
新生儿	n	3.51	2
前奏	n	3.51	2
领养	v	3.51	2
害人	vi	3.51	2
常理	n	3.51	2
谬论	n	3.51	2
得病	vi	3.51	2
抗体	n	3.51	2
付费	v	3.51	2
飞天	nz	3.51	2
人和	n	3.51	2
富豪	n	3.51	2
财路	n	3.51	2
发音	n	3.51	2
胆大妄为	vl	3.51	2
大道理	n	3.51	2
自以为是	vl	3.51	2
一厢情愿	vl	3.51	2
存活	vi	3.51	2
吹嘘	v	3.51	2
收场	vi	3.51	2
邪教	n	3.51	2
试问	v	3.51	2
活人	n	3.51	2
积木	n	3.51	4
拜托	v	3.51	2
权贵	n	3.51	2
诡辩	vi	3.51	2
因果	n	3.51	2
妄想	v	3.51	2
阻断	v	3.51	2
羞耻	n	3.51	2
星河	n	3.51	2
玩儿	v	3.51	2
挡箭牌	n	3.51	2
谩骂	vn	3.51	2
生出	v	3.51	2
隔断	v	3.51	2
管管	v	3.51	2
目光短浅	vl	3.51	2
是不是	v	3.51	2
核弹	n	3.51	2
压榨	v	3.51	2
反对声	n	3.51	2
好意思	vi	3.51	2
外星人	n	3.51	2
优生	vi	3.51	2
国语	n	3.51	2
干掉	v	3.51	2
伪善	n	3.51	2
杀一儆百	vl	3.51	2
百度	nz	3.51	2
说辞	n	3.51	2
蜘蛛	n	3.51	2
  	n	3.47	5
决定	v	3.42	3
系列	n	3.42	3
注意	v	3.42	3
方向	n	3.42	3
故事	n	3.42	3
观察	v	3.42	3
鉴定	v	3.42	3
期待	v	3.42	3
想法	n	3.42	3
再现	v	3.42	3
阻碍	v	3.42	3
大街	n	3.42	3
样子	n	3.42	3
不说	v	3.42	3
违心	vi	3.42	3
中国话	n	3.42	3
纲常	n	3.42	3
第一	m	3.39	15
非常	d	3.39	6
安全	an	3.36	8
功利	n	3.30	4
适者生存	vl	3.30	4
弄	v	3.25	10
要求	v	3.24	2
类似	a	3.21	6
忘记	v	3.20	5
儿戏	n	3.20	5
真实	a	3.18	5
里面	f	3.16	18
脸	n	3.15	12
赶紧	d	3.14	14
利	n	3.13	13
合理	a	3.12	6
错误	a	3.12	6
天才	n	3.12	6
抵抗力	n	3.12	6
若	v	3.11	10
明显	ad	3.11	4
多数	a	3.11	4
不良	a	3.11	4
bug	n	3.11	4
永远	d	3.11	14
真的	d	3.05	13
有点	d	2.99	6
         	n	2.97	3
       	n	2.97	3
到底	d	2.97	8
明明	d	2.95	8
居然	d	2.95	5
偷偷	d	2.95	5
绝对	d	2.93	8
命	n	2.93	13
不断	d	2.92	6
救	v	2.91	10
根本	d	2.90	8
少数	m	2.86	9
国外	s	2.85	9
感	vg	2.82	6
牛	n	2.82	6
背	v	2.82	6
祈	vg	2.80	7
懂	v	2.77	26
@天空的windy	nr	2.69	3
容易	a	2.67	5
不同	a	2.63	6
严格	a	2.62	5
危险	a	2.62	5
幸福	an	2.62	5
恐惧	an	2.62	5
邪恶	a	2.62	5
青础	nr2	2.59	2
人类基因池	n_new	2.59	2
人为	b	2.57	9
必要	an	2.57	4
平等	a	2.57	4
不够	a	2.57	4
自信	a	2.57	4
无数	m	2.57	7
身上	s	2.54	19
炯勤	nr2	2.53	3
本来	d	2.53	7
简直	d	2.52	6
试	v	2.52	4
强烈	ad	2.51	5
日本	nsf	2.51	8
不用	d	2.50	6
火	n	2.49	6
喷	v	2.49	6
造	v	2.49	19
比较	d	2.49	4
同样	d	2.49	4
或许	d	2.49	4
起码	d	2.49	4
反正	d	2.49	4
眼睁睁	d	2.48	7
努力	a	2.48	3
范围	n	2.48	3
现有	v	2.48	3
公开	ad	2.48	3
长远	a	2.48	3
公平	an	2.48	3
权威	a	2.48	3
平安	an	2.48	3
星球	n	2.48	3
耻辱	n	2.48	3
长寿	a	2.48	3
狂热	a	2.48	3
缺德	a	2.48	3
猥琐	an	2.48	3
放屁	v	2.48	3
往	v	2.46	5
加	v	2.46	5
_	n	2.46	5
掉	v	2.44	9
早就	d	2.44	7
有限	a	2.44	3
发达	a	2.43	4
骄傲	a	2.43	4
对不起	v	2.43	2
旗号	n	2.43	4
美其名曰	vl	2.43	2
求	v	2.43	7
弊	ng	2.41	7
滚	vi	2.40	10
蟑螂	n	2.40	1
造物主	n	2.40	1
培养皿	n	2.40	1
宿主	n	2.40	1
shutup	n	2.25	2
全部	m	2.24	6
以前	f	2.19	6
什	ng	2.17	8
强大	a	2.17	6
我国	n	2.16	2
报道	v	2.16	2
设施	n	2.16	4
联系	v	2.16	2
组成	vn	2.16	2
代表团	n	2.16	2
立场	n	2.16	2
市长	n	2.16	2
前提	n	2.15	2
显得	v	2.15	2
妈妈	n	2.15	2
引发	v	2.15	2
遭受	v	2.15	2
升级	vi	2.15	2
对抗	v	2.15	2
刺激	v	2.15	2
差别	n	2.15	2
爸爸	n	2.15	2
期刊	n	2.15	2
完毕	vi	2.15	2
赚钱	v	2.15	2
新区	n	2.15	2
封锁	vn	2.15	2
商人	n	2.15	2
女孩	n	2.15	2
学问	n	2.15	2
例子	n	2.15	2
挽回	v	2.15	2
boss	n	2.15	2
诚意	n	2.15	2
罪行	n	2.15	2
世代	n	2.15	2
传奇	n	2.15	2
倒塌	v	2.15	2
路过	v	2.15	2
等到	v	2.15	2
先例	n	2.15	2
好比	v	2.15	2
载入	v	2.15	2
理智	n	2.15	2
无益	vi	2.15	2
爆出	v	2.15	2
天鹅	n	2.15	2
游乐	vn	2.15	4
获益	vi	2.15	2
直面	v	2.15	2
键盘	n	2.15	2
对了	vl	2.15	2
祸害	n	2.15	2
艾滋病毒	n	2.15	2
老子	n	2.15	2
至极	vi	2.15	2
不是	v	2.15	2
魔王	n	2.15	2
乙肝	n	2.15	2
