Word	Part-Of-Speech	Weight	Frequency
敲掉	n_new	4.21	2
实验材料	n_new	4.21	2
无神论者	n_new	4.21	2
传播途径	n_new	4.21	2
人类文明	n_new	4.21	2
牛逼	n_new	4.21	2
意思	n	4.19	6
克隆	v	4.19	6
建立	v	4.09	5
预言	v	4.06	4
活人	n	3.96	4
其实	d	3.88	10
区别	n	3.87	5
科技	n	3.79	3
得到	v	3.79	3
过程	n	3.79	3
宣传	vn	3.79	3
带来	v	3.79	3
告诉	v	3.79	3
规律	n	3.79	3
治疗	v	3.79	3
允许	v	3.79	3
操作	vn	3.79	3
打开	v	3.79	3
入手	vi	3.79	3
专利	n	3.79	3
高中	n	3.79	3
大王	n	3.79	3
自然界	n	3.79	3
脑子	n	3.79	3
验证	v	3.79	3
可怜	v	3.79	3
生病	vi	3.79	3
猴子	n	3.79	3
谎言	n	3.79	3
鄙视	v	3.79	3
毒液	n	3.79	3
正常人	n	3.79	2
恐怖	a	3.74	6
确实	ad	3.72	8
生活	vn	3.69	4
人民	n	3.51	2
关系	n	3.51	2
表示	v	3.51	2
成为	v	3.51	2
水平	n	3.51	2
时间	n	3.51	2
理论	n	3.51	2
结合	v	3.51	2
病	n	3.51	11
方式	n	3.51	2
发现	v	3.51	2
形式	n	3.51	2
执行	vn	3.51	2
完善	v	3.51	2
先生	n	3.51	2
能够	v	3.51	2
进程	n	3.51	2
确定	v	3.51	2
因素	n	3.51	2
考虑	v	3.51	2
方向	n	3.51	2
在于	v	3.51	2
走向	v	3.51	2
值得	v	3.51	2
食品	n	3.51	2
制造	v	3.51	2
飞机	njtgj	3.51	2
应用	v	3.51	2
宗教	n	3.51	2
道德	n	3.51	2
感受	vn	3.51	2
属于	v	3.51	2
老师	n	3.51	2
限制	v	3.51	2
违反	v	3.51	2
想到	v	3.51	2
死亡	vi	3.51	2
医生	n	3.51	2
喜欢	vi	3.51	2
免费	vi	3.51	2
反应	vn	3.51	2
重组	vn	3.51	2
观察	v	3.51	2
过来	vf	3.51	2
承受	v	3.51	2
兄弟	n	3.51	2
分裂	vi	3.51	2
原理	n	3.51	2
审核	vn	3.51	2
放心	v	3.51	2
成人	n	3.51	2
销毁	v	3.51	2
上去	vf	3.51	2
初中	n	3.51	2
消失	vi	3.51	2
大海	n	3.51	2
大自然	n	3.51	2
天空	n	3.51	2
违背	v	3.51	2
束缚	vn	3.51	2
震惊	v	3.51	2
爸爸	n	3.51	2
携带	v	3.51	2
小孩	n	3.51	2
攻击	vn	3.51	2
赚钱	v	3.51	2
算是	v	3.51	2
说服	v	3.51	2
女孩	n	3.51	2
出身	v	3.51	2
疗法	n	3.51	2
当成	v	3.51	2
心思	n	3.51	2
看不到	v	3.51	2
尊敬	v	3.51	2
上报	vi	3.51	2
普通人	n	3.51	2
请问	v	3.51	2
牛奶	n	3.51	2
孙子	n	3.51	2
标题	n	3.51	2
下一代	n	3.51	2
后续	v	3.51	2
感冒	vi	3.51	2
奴隶	n	3.51	2
星球	n	3.51	2
转基因	n	3.51	2
注射	v	3.51	2
馒头	nms	3.51	2
沦为	v	3.51	2
冒险	vi	3.51	2
支持者	n	3.51	2
样本	n	3.51	2
不说	v	3.51	2
试试	v	3.51	2
人道	n	3.51	2
片段	n	3.51	2
敬畏	v	3.51	2
后遗症	n	3.51	2
哗众取宠	vl	3.51	2
扔掉	v	3.51	2
删除	v	3.51	2
奴役	vn	3.51	2
弯路	n	3.51	2
无敌	vi	3.51	2
废话	n	3.51	2
存活	vi	3.51	2
酱油	n	3.51	2
流行病	n	3.51	2
圈养	v	3.51	2
杠杠	n	3.51	2
吹捧	v	3.51	2
火锅	n	3.51	2
物竞天择	vl	3.51	2
喷子	n	3.51	2
绝育	v	3.51	2
安乐死	v	3.51	2
反派	n	3.51	2
脱靶	v	3.51	2
一些	mq	3.44	10
懂	v	3.43	18
必须	d	3.42	7
一直	d	3.42	7
环境	n	3.42	3
造成	v	3.42	3
主观	n	3.42	3
严惩	v	3.42	3
攻克	v	3.42	3
已经	d	3.38	8
少年	n	3.30	4
情况	n	3.29	8
成功	a	3.25	6
自然人	n	3.20	5
杠	ng	3.20	10
优秀	a	3.18	5
弱小	a	3.18	5
未来	t	3.17	11
痛苦	an	3.16	6
性	ng	3.15	8
体	ng	3.15	11
生	v	3.15	10
错	v	3.15	10
安全	an	3.11	4
合法	a	3.11	4
简单	a	3.11	4
根本	d	3.08	9
活	v	3.07	12
@文先生_Coki	nr	3.05	9
本来	d	2.98	11
毕竟	d	2.95	5
机器人	nt	2.92	2
一辈子	mq	2.86	12
一下	mq	2.83	9
王	n	2.82	6
凉	v	2.82	6
楼	n	2.74	11
地方	n	2.71	4
用户	n	2.71	4
骂	v	2.69	11
身上	s	2.61	9
一定	d	2.61	8
结婚生子	n_new	2.59	2
基因工程	n_new	2.59	2
高中生物课	n_new	2.59	2
努力	a	2.57	4
基本	a	2.57	4
惊喜	a	2.57	6
所有	b	2.57	7
难道	d	2.54	5
信	v	2.54	10
抗	v	2.51	12
改	v	2.51	7
算	v	2.51	7
管	v	2.51	6
丶	n	2.50	14
敢	v	2.49	9
不过	d	2.49	4
好好	d	2.49	4
偷偷	d	2.49	4
代表	v	2.48	3
日本	nsf	2.48	3
健康	an	2.48	3
必要	a	2.48	3
突然	ad	2.48	3
优胜劣汰	vl	2.48	3
顶住	v	2.48	3
掉	v	2.46	5
取	v	2.43	6
标本	n	2.40	1
爱国者	n	2.40	1
光	n	2.39	7
真	d	2.38	36
第一	m	2.25	12
很多	m	2.24	6
工作	vn	2.17	2
精神	n	2.16	2
规定	v	2.16	2
具有	v	2.16	2
发挥	v	2.16	2
成果	n	2.16	2
部队	n	2.16	2
委员会	n	2.16	2
犯罪	vi	2.16	2
态度	n	2.16	2
大学	n	2.16	2
文章	n	2.16	2
医疗	n	2.16	2
媒体	n	2.16	2
角度	n	2.15	2
性质	n	2.15	2
看来	v	2.15	2
难题	n	2.15	2
身份	n	2.15	2
违规	v	2.15	2
发明	n	2.15	2
爆炸	vn	2.15	2
据说	v	2.15	2
人群	n	2.15	2
seed	n	2.15	2
赞同	v	2.15	2
义务教育	nl	2.15	2
延续	vn	2.15	2
刑法	n	2.15	2
逻辑	n	2.15	2
筛选	v	2.15	2
看成	v	2.15	2
是的	vl	2.15	2
人性	n	2.15	2
蛋白	n	2.15	2
出事	vi	2.15	2
犯法	vi	2.15	2
计委	n	2.15	2
能动性	n	2.15	2
人命	n	2.15	2
干细胞	n	2.15	2
殊途同归	vl	2.15	2
简直	d	2.13	5
养	v	2.12	5
喷	v	2.12	5
产物	n	2.11	3
丁香	n	2.11	3
完	vi	2.11	7
萌	v	2.10	6
弄	v	2.07	4
神	n	2.07	4
墨	n	2.07	4
狗	n	2.07	4
永远	d	2.06	4
风	n	2.04	5
笑	v	2.04	5
吹	v	2.04	6
怪	v	2.04	6
厉害	a	2.03	4
不断	d	1.98	3
非常	d	1.98	3
肯定	d	1.98	3
也许	d	1.98	3
极端	d	1.98	3
早就	d	1.98	3
单单	d	1.98	3
妖	n	1.98	3
hIV感染者	n_new	1.92	1
压根	n_new	1.92	1
枉顾	n_new	1.92	1
科学素养	n_new	1.92	1
基因编程	n_new	1.92	1
么样	n_new	1.92	1
        	n	1.92	1
之森	nr2	1.92	1
遗传性疾病	n_new	1.92	1
一堆	n_new	1.92	1
现实版	n_new	1.92	1
羽彤	nr2	1.92	1
融入社会	n_new	1.92	1
芒果布丁	nms	1.92	1
魔幻	n_new	1.92	1
舔狗	n_new	1.92	1
临床试验	n_new	1.92	1
丧尸	n_new	1.92	1
启动子	n_new	1.92	1
后果不堪设想	n_new	1.92	1
科研人员	n_new	1.92	1
人道毁灭	n_new	1.92	1
投入使用	n_new	1.92	1
消除个体	n_new	1.92	2
妍雯	nr2	1.92	1
语心	nr2	1.92	1
无法得知	n_new	1.92	1
进行后续	n_new	1.92	1
基因留下来	n_new	1.92	1
人类基因池	n_new	1.92	1
实验对象	n_new	1.92	1
阅读理解	n_new	1.92	1
癌症病人	n_new	1.92	1
临床实验	n_new	1.92	1
      	n	1.92	1
专家学者	n_new	1.92	1
吐司	nms	1.92	1
魔盒	n_new	1.92	1
超荣	nr2	1.92	1
脑洞	n_new	1.92	1
琪琪	nr2	1.92	1
嘉勇	nr2	1.92	1
观察记录	n_new	1.92	1
大头鬼	n_new	1.92	1
雅威	nr2	1.92	1
篡改基因	n_new	1.92	1
提拉米苏	nms	1.92	1
雨葵	nr2	1.92	1
隐性基因	n_new	1.92	1
爸妈	n_new	1.92	1
颖玺	nr2	1.92	1
超级人类	n_new	1.92	1
嘴炮	n_new	1.92	1
博眼球	n_new	1.92	1
随夫	nr2	1.92	1
梓源	nr2	1.92	1
文启	nr2	1.92	7
半夏	n_new	1.92	2
敲除	n_new	1.92	1
生化危机	n_new	1.92	1
物竞天择适者生存	n_new	1.92	1
阿土	nr2	1.92	1
黑镜	n_new	1.92	1
人民网广东	ntgd	1.92	1
自由	a	1.89	3
自豪	a	1.89	3
认真	a	1.84	4
重要	a	1.76	2
充分	ad	1.76	2
先进	a	1.76	2
伟大	a	1.76	2
普通	a	1.75	2
极大	a	1.75	2
准确	a	1.75	2
不够	a	1.75	2
绝对	a	1.75	2
热心	a	1.75	2
遥远	a	1.75	2
麻烦	a	1.75	2
tin	n	1.75	2
不公	a	1.75	2
可笑	a	1.75	2
猥琐	an	1.75	2
DNA	n	1.75	2
酱	n	1.75	6
客观	a	1.71	3
德国	nsf	1.70	3
@拙诚收藏	nr	1.69	2
别	d	1.66	14
指	v	1.65	3
治	v	1.65	3
若	v	1.65	3
哈	v	1.65	3
造	v	1.65	3
林	ng	1.65	3
编	v	1.65	3
圆	vg	1.65	3
浪	n	1.65	3
命	vg	1.65	3
染	v	1.65	3
医	ng	1.65	3
tm	n	1.65	3
控	v	1.63	12
企业	n	1.61	1
建设	vn	1.61	1
面	n	1.61	6
管理	vn	1.61	1
国际	n	1.60	1
服务	vn	1.60	1
要求	v	1.60	1
人员	n	1.60	1
文化	n	1.60	1
公司	n	1.60	1
基础	n	1.60	1
工程	n	1.60	1
单位	n	1.60	1
政治	n	1.60	1
作用	n	1.60	1
人们	n	1.60	1
条件	n	1.60	1
实施	v	1.60	1
重点	n	1.60	1
利用	v	1.60	1
计划	n	1.60	1
知识	n	1.60	1
强调	v	1.60	1
调整	v	1.60	1
专家	n	1.60	2
信息	n	1.60	1
达到	v	1.60	1
人才	n	1.60	1
利益	n	1.60	1
价格	n	1.60	1
落实	v	1.60	1
受到	v	1.60	1
成立	vi	1.60	1
内容	n	1.60	1
使用	v	1.60	1
调查	vn	1.60	1
祖国	n	1.60	1
获得	v	1.60	1
原因	n	1.60	1
变化	vn	1.60	1
革命	vn	1.60	1
阶段	n	1.60	1
建议	n	1.60	1
力量	n	1.60	1
出版	v	1.60	1
来自	v	1.60	1
参与	v	1.60	1
欢迎	vn	1.60	1
交流	vn	1.60	1
关键	n	1.60	1
检查	v	1.60	1
宣布	v	1.60	1
讨论	v	1.60	1
准备	v	1.60	1
成绩	n	1.60	1
分析	vn	1.60	1
范围	n	1.60	1
需求	n	1.60	1
设备	n	1.60	1
安排	v	1.60	1
family	n	1.60	1
组成	v	1.60	1
创新	vi	1.60	1
感到	v	1.60	1
机会	n	1.60	1
超过	v	1.60	1
规范	v	1.60	1
体现	v	1.60	1
公开	v	1.60	1
精神文明	n	1.60	1
注意	vn	1.60	1
符合	v	1.60	1
正是	v	1.60	1
小时	n	1.60	1
教授	n	1.60	1
目的	n	1.60	1
学者	n	1.60	1
说明	v	1.60	1
污染	v	1.60	1
做到	v	1.60	1
矛盾	an	1.60	5
总结	v	1.60	1
交易	n	1.60	1
市民	n	1.60	1
朋友	n	1.60	1
实力	n	1.60	1
回归	v	1.60	1
法规	n	1.60	1
机遇	n	1.60	1
有着	v	1.60	1
全球	n	1.60	1
成本	n	1.60	1
抓住	v	1.60	1
经历	n	1.60	1
评价	vn	1.60	1
吸引	v	1.60	1
发言	vi	1.60	1
做法	n	1.60	1
研制	v	1.60	1
森林	n	1.60	1
缺乏	v	1.60	1
离开	v	1.60	1
优化	v	1.60	1
权益	n	1.60	1
舆论	n	1.60	1
带动	v	1.60	1
毕业	v	1.60	1
发展中国家	nl	1.60	1
不得	vi	1.60	1
同胞	n	1.60	1
物质	n	1.60	1
启动	v	1.60	1
fall	n	1.60	1
毒品	n	1.60	1
指标	n	1.60	1
心理	n	1.60	1
威胁	vn	1.60	1
拒绝	v	1.60	1
生存	vi	1.60	1
小学	n	1.60	1
发达国家	nl	1.60	1
程序	n	1.60	1
绿色	n	1.60	1
思考	v	1.60	1
magician	nr1	1.60	2
格局	n	1.60	1
失去	v	1.60	1
申请	v	1.60	1
前提	n	1.60	1
对手	n	1.60	1
加上	v	1.60	1
破产	vn	1.60	1
习惯	n	1.60	1
打破	v	1.60	1
接触	vn	1.60	1
妈妈	n	1.60	1
soul	n	1.60	1
同学	n	1.60	1
处罚	v	1.60	1
读书	vi	1.60	1
动力	n	1.60	1
危害	vn	1.60	1
国民	n	1.60	1
普及	vn	1.60	1
june	nz	1.60	1
家长	n	1.60	1
病人	n	1.60	1
空气	n	1.60	1
不知	v	1.60	1
一代	n	1.60	1
智慧	n	1.60	1
领先	vi	1.60	1
计划生育	nl	1.60	1
直到	v	1.60	1
calm	v	1.60	1
意味着	v	1.60	1
到位	vi	1.60	1
工具	n	1.60	1
听到	v	1.60	1
浪费	vn	1.60	1
主人	n	1.60	1
预防	v	1.60	1
适合	v	1.60	1
探讨	v	1.60	1
干预	v	1.60	1
memory	n	1.60	1
女士	n	1.60	1
要素	n	1.60	1
移民	n	1.60	1
规则	n	1.60	1
谴责	v	1.60	1
人人	n	1.60	1
教材	n	1.60	1
青春	n	1.60	1
距离	n	1.60	1
举报	v	1.60	1
黄金	n	1.60	1
struggle	n	1.60	1
大师	n	1.60	1
医药	n	1.60	1
好处	n	1.60	1
联邦	n	1.60	1
想起	v	1.60	1
适用	vi	1.60	1
获悉	v	1.60	1
提交	v	1.60	1
无产阶级	n	1.60	1
忘记	v	1.60	1
爆发	v	1.60	1
当事人	n	1.60	1
吃饭	vi	1.60	1
赞成	v	1.60	1
天下	n	1.60	1
眼光	n	1.60	1
签字	vi	1.60	1
不准	v	1.60	1
整治	vn	1.60	1
带有	v	1.60	1
休息	v	1.60	1
手机	n	1.60	1
营销	vn	1.60	1
说法	n	1.60	1
送给	v	1.60	1
判断	v	1.60	1
缩小	v	1.60	1
空调	n	1.60	2
自愿	v	1.60	1
共产主义	n	1.60	1
增添	v	1.60	1
秘密	n	1.60	1
认定	v	1.60	1
说是	v	1.60	1
差异	n	1.60	1
取代	v	1.60	1
会员	n	1.60	1
设计师	n	1.60	1
可能性	n	1.60	1
源头	n	1.60	1
如同	v	1.60	1
干涉	v	1.60	1
化学	n	1.60	1
开会	vi	1.60	1
看见	v	1.60	1
放开	v	1.60	1
地理	n	1.60	1
好像	v	1.60	1
价值观	n	1.60	1
火车	njtgj	1.60	1
角色	n	1.60	1
微笑	vi	1.60	1
翻译	vn	1.60	1
空白	n	1.60	1
抵制	v	1.60	1
小姐	n	1.60	1
议论	v	1.60	1
获取	v	1.60	1
暴露	v	1.60	1
学历	n	1.60	1
度过	v	1.60	1
大队	n	1.60	1
统治	vn	1.60	1
队长	n	1.60	1
消灭	v	1.60	1
意愿	n	1.60	1
二战	n	1.60	1
日记	n	1.60	1
smell	n	1.60	1
临床	vn	1.60	1
内心	n	1.60	1
差别	n	1.60	1
剩下	v	1.60	1
辐射	v	1.60	1
尝试	v	1.60	1
回去	v	1.60	1
载体	n	1.60	1
杜绝	v	1.60	1
当做	v	1.60	1
灾难	n	1.60	1
结婚	vi	1.60	2
金钱	n	1.60	1
外国人	n	1.60	1
长春	nz	1.60	1
阻碍	v	1.60	1
当作	v	1.60	1
描述	vn	1.60	1
上演	v	1.60	1
代替	v	1.60	1
长大	vi	1.60	1
治病	vi	1.60	1
种族	n	1.60	1
癌症	n	1.60	1
阶级	n	1.60	1
争议	vn	1.60	1
参考	v	1.60	1
实验室	n	1.60	1
正义	n	1.60	1
抵御	v	1.60	1
农作物	n	1.60	1
在座	vi	1.60	1
温度	n	1.60	1
减弱	v	1.60	1
硕士	n	1.60	1
声称	v	1.60	1
血液	n	1.60	1
宇宙	n	1.60	1
可惜	v	1.60	1
事态	n	1.60	1
葡萄	n	1.60	1
sarah	nz	1.60	3
多利	nz	1.60	1
出发点	n	1.60	1
提取	v	1.60	1
号码	n	1.60	1
火星	n	1.60	5
根源	n	1.60	1
帽子	n	1.60	1
名叫	v	1.60	1
上场	vi	1.60	1
推翻	v	1.60	1
监狱	n	1.60	1
大米	n	1.60	1
人身	n	1.60	1
抱怨	v	1.60	1
边缘	n	1.60	1
大人	n	1.60	1
有期徒刑	nl	1.60	1
厕所	n	1.60	1
是非	n	1.60	1
石头	n	1.60	1
预料	v	1.60	1
不止	v	1.60	1
四方	n	1.60	1
繁殖	v	1.60	1
组织者	n	1.60	1
适宜	v	1.60	1
培植	v	1.60	1
充当	v	1.60	1
肿瘤	n	1.60	1
审视	v	1.60	1
案例	n	1.60	1
撰文	vd	1.60	1
疾苦	n	1.60	1
备案	vn	1.60	1
国人	n	1.60	1
得罪	v	1.60	1
干活	vi	1.60	1
互联网	n	1.60	1
lion	n	1.60	2
死刑	n	1.60	1
神经	n	1.60	1
降临	vi	1.60	1
选用	v	1.60	1
考上	v	1.60	2
好人	n	1.60	1
意味	n	1.60	1
全身	n	1.60	1
监视	v	1.60	1
potato	n	1.60	1
逃避	v	1.60	1
言行	n	1.60	1
保守	v	1.60	1
喜讯	n	1.60	1
导师	n	1.60	1
蝴蝶	n	1.60	1
受害者	n	1.60	1
生理	n	1.60	1
剥夺	v	1.60	1
众人	n	1.60	1
flag	n	1.60	1
合成	vn	1.60	1
测量	vn	1.60	1
精选	v	1.60	1
少女	n	1.60	1
身体力行	vl	1.60	1
角落	n	1.60	1
海岸线	n	1.60	2
炒作	v	1.60	1
价钱	n	1.60	1
夸张	n	1.60	1
惊叹	v	1.60	1
结局	n	1.60	1
使者	n	1.60	1
歌颂	v	1.60	1
老鼠	n	1.60	1
国际法	n	1.60	1
草莓	n	1.60	1
警示	v	1.60	1
对不起	v	1.60	1
电线	n	1.60	1
测定	v	1.60	1
杀人	vi	1.60	1
大脑	n	1.60	1
良心	n	1.60	1
炸弹	n	1.60	1
笔下	n	1.60	1
报复	vn	1.60	1
无辜	n	1.60	1
剥削	v	1.60	1
红薯	n	1.60	2
跟不上	v	1.60	1
曙光	n	1.60	2
抗争	vi	1.60	1
压迫	vn	1.60	1
小将	n	1.60	1
欲望	n	1.60	1
废弃	vn	1.60	1
匮乏	vi	1.60	1
尸体	n	1.60	1
奥秘	n	1.60	1
好坏	n	1.60	1
void	n	1.60	1
宣扬	v	1.60	1
包子	nms	1.60	2
归结	vi	1.60	1
姐姐	n	1.60	1
预见	v	1.60	1
折磨	vn	1.60	1
注定	v	1.60	1
夕阳	n	1.60	1
病症	n	1.60	1
触犯	v	1.60	1
诗词	n	1.60	1
芒果	n	1.60	1
事儿	n	1.60	1
抗癌	vn	1.60	1
抱负	n	1.60	1
天堂	n	1.60	5
指望	v	1.60	1
剧情	n	1.60	1
先例	n	1.60	1
中大	nz	1.60	2
睡觉	vi	1.60	1
开口	vi	1.60	1
失控	vi	1.60	1
好友	n	1.60	1
长河	n	1.60	1
评判	v	1.60	1
蛋白质	n	1.60	1
天使	n	1.60	1
输血	vn	1.60	1
amber	n	1.60	2
hugo	nz	1.60	1
bailey	n	1.60	2
愈演愈烈	vl	1.60	1
灭绝	vi	1.60	1
观望	v	1.60	1
试想	v	1.60	1
打败	v	1.60	1
星星	n	1.60	1
鼻子	n	1.60	1
耻辱	n	1.60	1
定义	n	1.60	1
好比	v	1.60	1
说实话	vl	1.60	1
频道	n	1.60	1
综合征	n	1.60	1
基督教	nz	1.60	1
天主教	nz	1.60	1
阿尔法	nz	1.60	1
原子	n	1.60	1
触及	v	1.60	1
反抗	v	1.60	1
弱者	n	1.60	1
发病	vi	1.60	1
传染	v	1.60	1
核桃	n	1.60	2
重叠	vi	1.60	1
信息量	n	1.60	1
比喻	n	1.60	1
prisoner	n	1.60	1
动画	n	1.60	1
伦理学	n	1.60	1
叶子	n	1.60	1
旗号	n	1.60	1
张扬	vi	1.60	1
离不开	v	1.60	1
胎儿	n	1.60	1
强加	vi	1.60	1
摆设	n	1.60	1
饱受	v	1.60	1
封建社会	nl	1.60	1
旅程	n	1.60	1
争吵	vi	1.60	1
庆幸	v	1.60	1
科学界	n	1.60	1
挚爱	n	1.60	1
奔跑	vi	1.60	2
哲学家	n	1.60	1
法则	n	1.60	1
阳性	n	1.60	1
编码	n	1.60	1
开玩笑	vi	1.60	1
解脱	vn	1.60	1
集合	v	1.60	1
闺女	n	1.60	1
序列	n	1.60	1
珍珠	n	1.60	1
无所谓	vl	1.60	1
天才	n	1.60	1
生殖	vn	1.60	1
推卸	v	1.60	1
桃花	n	1.60	1
死去	v	1.60	1
地狱	n	1.60	1
免不了	v	1.60	1
诺贝尔奖	nz	1.60	1
抗拒	v	1.60	1
砍伐	v	1.60	1
吆喝	v	1.60	1
流逝	vi	1.60	1
杀死	v	1.60	1
权衡	v	1.60	1
老婆	n	1.60	1
